DIA;HORAS_TOTALES_USOS_BICICLETAS;HORAS_TOTALES_DISPONIBILIDAD_BICICLETAS_EN_ANCLAJES;TOTAL_HORAS_SERVICIO_BICICLETAS;MEDIA_BICICLETAS_DISPONIBLES;USOS_ABONADO_ANUAL;USOS_ABONADO_OCASIONAL;TOTAL_USOS
12/06/2017;3.321,20;39.934,60;43.255,80;1.802,33;11.664;226;11.890
13/06/2017;3.501,05;39.741,30;43.242,35;1.801,76;12.416;160;12.576
14/06/2017;3.543,75;40.601,05;44.144,80;1.839,37;13.009;114;13.123
15/06/2017;3.544,53;41.343,22;44.887,75;1.870,32;12.861;126;12.987
16/06/2017;3.464,58;41.357,26;44.821,84;1.867,58;12.229;159;12.388
17/06/2017;2.737,37;41.555,25;44.292,62;1.845,53;8.785;285;9.070
18/06/2017;2.529,27;41.606,45;44.135,72;1.838,99;7.711;205;7.916
19/06/2017;3.430,95;40.745,48;44.176,43;1.840,68;12.188;140;12.328
20/06/2017;3.370,52;41.279,10;44.649,62;1.860,40;12.397;127;12.524
21/06/2017;3.839,40;40.890,25;44.729,65;1.863,74;13.690;180;13.870
22/06/2017;3.802,15;40.690,78;44.492,93;1.853,87;13.706;192;13.898
23/06/2017;3.622,02;40.736,92;44.358,94;1.848,29;12.616;178;12.794
24/06/2017;2.821,25;41.341,88;44.163,13;1.840,13;8.937;351;9.288
25/06/2017;2.386,82;41.142,28;43.529,10;1.813,71;7.130;317;7.447
26/06/2017;3.236,55;39.955,90;43.192,45;1.799,69;11.537;162;11.699
27/06/2017;3.580,57;39.342,82;42.923,39;1.788,47;12.985;183;13.168
28/06/2017;3.640,05;38.678,87;42.318,92;1.763,29;13.013;186;13.199
29/06/2017;3.541,17;38.706,25;42.247,42;1.760,31;12.672;145;12.817
30/06/2017;3.412,12;39.165,83;42.577,95;1.774,08;11.515;185;11.700
01/07/2017;2.770,48;38.995,20;41.765,68;1.740,24;8.144;266;8.410
02/07/2017;2.648,33;37.454,08;40.102,41;1.670,93;7.337;305;7.642
03/07/2017;3.500,98;38.283,13;41.784,11;1.741,00;11.898;256;12.154
04/07/2017;3.560,70;39.793,49;43.354,19;1.806,42;12.690;214;12.904
05/07/2017;3.708,07;39.978,78;43.686,85;1.820,29;13.083;265;13.348
06/07/2017;1.716,47;41.430,34;43.146,81;1.797,78;6.129;69;6.198
07/07/2017;2.143,08;43.550,61;45.693,69;1.903,90;7.721;101;7.822
08/07/2017;2.455,47;43.916,52;46.371,99;1.932,17;7.588;315;7.903
09/07/2017;2.817,90;42.769,16;45.587,06;1.899,46;7.855;467;8.322
10/07/2017;3.361,28;42.216,21;45.577,49;1.899,06;11.681;289;11.970
11/07/2017;3.431,97;42.781,37;46.213,34;1.925,56;12.347;169;12.516
12/07/2017;3.420,38;42.383,30;45.803,68;1.908,49;12.593;162;12.755
13/07/2017;3.447,23;42.953,30;46.400,53;1.933,36;12.347;187;12.534
14/07/2017;3.128,25;43.486,58;46.614,83;1.942,28;11.208;186;11.394
15/07/2017;2.241,45;44.215,96;46.457,41;1.935,73;7.353;226;7.579
16/07/2017;2.300,22;43.732,68;46.032,90;1.918,04;7.244;306;7.550
17/07/2017;3.038,60;42.573,60;45.612,20;1.900,51;11.119;193;11.312
18/07/2017;3.323,03;41.982,85;45.305,88;1.887,75;11.831;166;11.997
19/07/2017;3.353,38;40.872,11;44.225,49;1.842,73;12.195;179;12.374
20/07/2017;3.416,87;40.781,85;44.198,72;1.841,61;12.433;177;12.610
21/07/2017;3.244,03;41.795,92;45.039,95;1.876,66;11.433;193;11.626
22/07/2017;2.499,57;42.654,48;45.154,05;1.881,42;7.682;378;8.060
23/07/2017;2.249,57;42.494,47;44.744,04;1.864,34;6.790;284;7.074
24/07/2017;2.950,38;42.801,90;45.752,28;1.906,35;10.948;136;11.084
25/07/2017;3.174,90;42.151,08;45.325,98;1.888,58;11.607;204;11.811
26/07/2017;3.253,13;41.564,63;44.817,76;1.867,41;12.057;135;12.192
27/07/2017;3.376,37;42.556,77;45.933,14;1.913,88;12.401;200;12.601
28/07/2017;3.267,77;42.982,75;46.250,52;1.927,11;11.344;219;11.563
29/07/2017;2.281,67;44.695,16;46.976,83;1.957,37;7.169;281;7.450
30/07/2017;2.212,03;44.614,78;46.826,81;1.951,12;6.481;292;6.773
31/07/2017;2.739,65;43.281,46;46.021,11;1.917,55;9.751;257;10.008
01/08/2017;2.841,32;42.917,07;45.758,39;1.906,60;9.928;177;10.105
02/08/2017;2.920,25;43.075,95;45.996,20;1.916,51;10.514;190;10.704
03/08/2017;2.838,65;42.866,05;45.704,70;1.904,36;10.219;199;10.418
04/08/2017;2.621,18;43.453,10;46.074,28;1.919,76;9.207;210;9.417
05/08/2017;2.036,40;44.751,90;46.788,30;1.949,51;6.235;223;6.458
06/08/2017;2.008,60;45.348,05;47.356,65;1.973,19;5.778;296;6.074
07/08/2017;2.455,17;44.960,24;47.415,41;1.975,64;8.548;193;8.741
08/08/2017;2.584,17;44.416,45;47.000,62;1.958,36;8.839;262;9.101
09/08/2017;2.580,27;44.142,30;46.722,57;1.946,77;8.761;216;8.977
10/08/2017;2.445,13;44.388,00;46.833,13;1.951,38;8.437;197;8.634
11/08/2017;2.318,08;44.332,17;46.650,25;1.943,76;7.573;272;7.845
12/08/2017;1.848,85;45.145,05;46.993,90;1.958,08;5.341;333;5.674
13/08/2017;1.934,48;45.242,90;47.177,38;1.965,72;4.973;462;5.435
14/08/2017;2.063,95;45.420,68;47.484,63;1.978,53;6.536;316;6.852
15/08/2017;1.984,75;45.580,13;47.564,88;1.981,87;5.781;316;6.097
16/08/2017;2.319,17;44.949,08;47.268,25;1.969,51;7.994;291;8.285
17/08/2017;2.376,80;44.249,63;46.626,43;1.942,77;8.465;277;8.742
18/08/2017;2.281,12;44.126,92;46.408,04;1.933,67;7.692;222;7.914
19/08/2017;1.882,53;44.477,48;46.360,01;1.931,67;5.766;328;6.094
20/08/2017;1.920,87;45.227,53;47.148,40;1.964,52;5.651;337;5.988
21/08/2017;947,27;28.704,71;29.651,98;1.235,50;3.692;23;3.715
22/08/2017;2.503,12;45.234,30;47.737,42;1.989,06;9.124;186;9.310
23/08/2017;2.633,83;44.774,35;47.408,18;1.975,34;9.426;212;9.638
24/08/2017;2.734,30;44.818,40;47.552,70;1.981,36;9.694;218;9.912
25/08/2017;2.595,08;44.935,23;47.530,31;1.980,43;9.107;237;9.344
26/08/2017;2.356,72;45.340,11;47.696,83;1.987,37;6.860;373;7.233
27/08/2017;2.076,68;39.782,93;41.859,61;1.744,15;6.346;349;6.695
28/08/2017;1.514,83;45.767,88;47.282,71;1.970,11;5.878;88;5.966
29/08/2017;2.825,33;44.796,45;47.621,78;1.984,24;10.209;235;10.444
30/08/2017;3.050,13;44.188,33;47.238,46;1.968,27;11.224;161;11.385
31/08/2017;3.322,97;43.823,63;47.146,60;1.964,44;12.064;154;12.218
01/09/2017;3.370,53;43.070,13;46.440,66;1.935,03;12.042;179;12.221
02/09/2017;2.842,77;42.984,10;45.826,87;1.909,45;8.727;446;9.173
03/09/2017;3.053,88;36.999,28;40.053,16;1.668,88;8.863;449;9.312
04/09/2017;3.551,35;41.261,47;44.812,82;1.867,20;12.386;261;12.647
05/09/2017;3.883,28;41.797,27;45.680,55;1.903,36;13.437;212;13.649
06/09/2017;3.776,25;41.255,11;45.031,36;1.876,31;14.052;232;14.284
07/09/2017;3.988,72;40.293,78;44.282,50;1.845,10;14.092;257;14.349
08/09/2017;3.984,78;39.968,45;43.953,23;1.831,38;13.481;325;13.806
09/09/2017;3.200,15;39.885,06;43.085,21;1.795,22;9.634;341;9.975
10/09/2017;3.150,93;39.639,95;42.790,88;1.782,95;8.958;427;9.385
11/09/2017;3.568,05;39.795,82;43.363,87;1.806,83;12.666;213;12.879
12/09/2017;3.748,87;39.776,30;43.525,17;1.813,55;13.674;166;13.840
13/09/2017;4.115,82;39.657,36;43.773,18;1.823,88;14.269;224;14.493
14/09/2017;3.995,40;41.263,75;45.259,15;1.885,80;14.288;196;14.484
15/09/2017;3.748,78;42.261,48;46.010,26;1.917,09;13.109;200;13.309
16/09/2017;3.092,58;43.628,25;46.720,83;1.946,70;9.434;386;9.820
17/09/2017;3.214,15;43.271,55;46.485,70;1.936,90;9.218;419;9.637
18/09/2017;3.322,68;42.840,45;46.163,13;1.923,46;12.353;156;12.509
19/09/2017;3.764,92;42.524,78;46.289,70;1.928,74;13.438;153;13.591
20/09/2017;3.882,05;42.158,43;46.040,48;1.918,35;14.130;198;14.328
21/09/2017;3.851,20;41.461,27;45.312,47;1.888,02;14.023;170;14.193
22/09/2017;3.837,45;41.655,81;45.493,26;1.895,55;13.325;305;13.630
23/09/2017;3.502,63;41.142,26;44.644,89;1.860,20;10.329;495;10.824
24/09/2017;3.314,55;41.798,97;45.113,52;1.879,73;9.904;499;10.403
25/09/2017;3.516,23;41.721,56;45.237,79;1.884,91;12.789;181;12.970
26/09/2017;3.791,05;41.451,50;45.242,55;1.885,11;13.612;209;13.821
27/09/2017;3.798,65;41.733,38;45.532,03;1.897,17;13.872;186;14.058
28/09/2017;3.973,77;41.844,73;45.818,50;1.909,10;14.228;212;14.440
29/09/2017;4.113,92;41.191,66;45.305,58;1.887,73;14.455;258;14.713
30/09/2017;3.657,20;40.273,35;43.930,55;1.830,44;11.151;474;11.625
01/10/2017;3.644,75;37.705,28;41.350,03;1.722,92;10.292;590;10.882
02/10/2017;3.585,78;36.914,65;40.500,43;1.687,52;13.104;204;13.308
03/10/2017;3.909,83;36.983,78;40.893,61;1.703,90;14.254;241;14.495
04/10/2017;3.939,13;37.604,40;41.543,53;1.730,98;14.474;156;14.630
05/10/2017;4.230,28;38.202,05;42.432,33;1.768,01;15.044;263;15.307
06/10/2017;4.134,07;38.092,35;42.226,42;1.759,43;14.563;239;14.802
07/10/2017;3.695,55;38.194,85;41.890,40;1.745,43;11.344;416;11.760
08/10/2017;3.600,02;37.274,65;40.874,67;1.703,11;10.601;497;11.098
09/10/2017;3.742,72;37.833,73;41.576,45;1.732,35;13.186;251;13.437
10/10/2017;3.711,08;39.815,68;43.526,76;1.813,62;13.659;140;13.799
11/10/2017;3.801,92;40.338,40;44.140,32;1.839,18;14.067;158;14.225
12/10/2017;3.322,30;40.769,82;44.092,12;1.837,17;10.097;396;10.493
13/10/2017;3.329,27;41.255,88;44.585,15;1.857,71;11.312;365;11.677
14/10/2017;3.080,00;41.206,45;44.286,45;1.845,27;9.223;587;9.810
15/10/2017;3.129,75;40.257,32;43.387,07;1.807,79;9.250;481;9.731
16/10/2017;3.478,02;40.732,97;44.210,99;1.842,12;12.837;208;13.045
17/10/2017;2.983,90;42.769,03;45.752,93;1.906,37;11.316;142;11.458
18/10/2017;1.615,08;44.966,26;46.581,34;1.940,89;6.339;38;6.377
19/10/2017;3.210,28;42.757,95;45.968,23;1.915,34;12.290;139;12.429
20/10/2017;3.705,17;42.156,08;45.861,25;1.910,89;13.326;149;13.475
21/10/2017;3.554,18;42.259,91;45.814,09;1.908,92;10.759;363;11.122
22/10/2017;3.451,77;41.907,03;45.358,80;1.889,95;10.423;459;10.882
