 ID-EVENTO;TITULO;PRECIO;GRATUITO;LARGA-DURACION;DIAS-SEMANA;DIAS-EXCLUIDOS;FECHA;FECHA-FIN;HORA;DESCRIPCION;CONTENT-URL;TITULO-ACTIVIDAD;URL-ACTIVIDAD;URL-INSTALACION;NOMBRE-INSTALACION;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;DISTRITO;TIPO;AUDIENCIA
10576783;Ciclo de conferencias. Maestros del Barroco;;1;1;X;;2018-01-10 00:00:00.0;2018-01-31 23:59:00.0;18:00;Miércoles 10: Caravaggui  Miércoles 17: Zurbarán  Miércoles 24: Rembrandt  Miércoles 31: Carraci  Impartidas por Eva María Mera y Belén García Navarro.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=270677b76dd60610VgnVCM2000001f4a900aRCRD;Actividades en el Centro Sociocultural Maestro Alonso;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6ba177b76dd60610VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=783f1e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural Maestro Alonso (Salamanca);443715;4475837;4.042.938.854.032.780;-3.664.855.511.110.750;SALAMANCA;/contenido/actividades/ConferenciasColoquios;
10576739;Ciclo de conferencias. Pintores Venecianos;;1;1;M,J;"18/1/2018;23/1/2018;";2018-01-11 00:00:00.0;2018-01-30 23:59:00.0;18:30;Jueves 11: Tiziano Vecellio  Martes 16: Jacopo Tintoretto   Jueves 25: Paolo Veronés   Martes 30: El Canaletto y los vedutistas   Impartidas por Patricia Alonso y Eva María Puig.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c11677b76dd60610VgnVCM2000001f4a900aRCRD;Actividades en el Centro Sociocultural Maestro Alonso;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6ba177b76dd60610VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=783f1e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural Maestro Alonso (Salamanca);443715;4475837;4.042.938.854.032.780;-3.664.855.511.110.750;SALAMANCA;/contenido/actividades/ConferenciasColoquios;
10593621;Ciclo de música: El Neoclasicismo Francés. La Música de Entreguerras;;1;0;;;2018-01-21 00:00:00.0;2018-01-21 23:59:00.0;19:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f0454a8f235e0610VgnVCM1000001d4a900aRCRD;Ciclo de música: El Neoclasicismo Francés. La Música de Entreguerras;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f2254a8f235e0610VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=30181e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Galileo (Chamberí);439851;4476347;4.043.371.190.964.790;-37.104.543.597.957.700;CHAMBERI;/contenido/actividades/Musica;
10597321;Ciclo Grandes del Cine Nacidos en 1918. Homenaje a William Holden: El Crepúsculo de los Dioses;;1;0;;;2018-01-24 00:00:00.0;2018-01-24 23:59:00.0;19:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=eaa6739b8a301610VgnVCM1000001d4a900aRCRD;El Crepúsculo de los Dioses;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=79070ae251ff0610VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=30181e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Galileo (Chamberí);439851;4476347;4.043.371.190.964.790;-37.104.543.597.957.700;CHAMBERI;/contenido/actividades/CineActividadesAudiovisuales;
10585891;Ciclo 'Música a mares' Belle Acoustic, por Dúo musical;;1;0;;;2018-01-26 00:00:00.0;2018-01-26 23:59:00.0;19:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bd899236b06b0610VgnVCM1000001d4a900aRCRD;Actividades en el Centro Cultural El Pozo;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ce49f670b47fb510VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=add63d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Cultural El Pozo (Puente de Vallecas);444059;4469640;403.735.856.436.473;-36.602.546.064.905.300;PUENTE DE VALLECAS;/contenido/actividades/Musica;
10590577;Ciclo: Historias de la Villa y Corte. Ferias, fiestas y tradiciones populares de Madrid;;1;0;;;2018-02-06 00:00:00.0;2018-02-06 23:59:00.0;19:00;El jueves día 25 de enero, a las 18:00 horas, como complemento a la conferencia, se llevará a cabo el recorrido temático guiado: De Tirso de Molina a la Cárcel eclesiástica y al Colegio Imperial. Punto de encuentro: Plaza de Tirso de Molina, junto a la estatua de Tirso.   Ponentes: Don Rafael Gili Ruiz y Don Fernando Velasco Medina. Profesores investigadores del Centro de Documentación y Estudios para la Historia de Madrid de la Universidad Autónoma de Madrid.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=faa2b54704ad0610VgnVCM2000001f4a900aRCRD;Conferencias en el Centro Cultural Nicolás Salmerón;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=226dbbde88c7c510VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Nicolás Salmerón (Chamartín);442766;4477922;4.044.810.636.195.710;-36.762.309.620.097.300;CHAMARTIN;/contenido/actividades/ConferenciasColoquios;
10583159;Cigüeñas;;1;0;;;2018-01-26 00:00:00.0;2018-01-26 23:59:00.0;18:00;Montaña Cigüeña es una empresa que siempre se ha tomado muy en serio la entrega de bebés. Su sistema cuenta con nuevas y mejoradas instalaciones para la distribución de pequeños humanos, con una tecnología revolucionaria a prueba de errores. Y es que, su mayor objetivo siempre fue entregar a los recién nacidos para que sus padres pudiesen escuchar las cuatro palabras más bellas del lenguaje humano: 'gu gu ga ga'.     Apta para todos los públicos.    Entrada libre hasta completar aforo.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a3b8720ede390610VgnVCM1000001d4a900aRCRD;Viernes de cine infantil;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=655723ab5315e510VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=338879262ef5d010VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal José Hierro (San Blas-Canillejas);448323;4476237;40.433.291.625.973.600;-36.105.662.311.927.400;SAN BLAS-CANILLEJAS;/contenido/actividades/CineActividadesAudiovisuales;/usuario/Niños,/usuario/Familias
10592263;Cinefórum en María Lejárraga;;1;1;V;"9/2/2018;23/2/2018;9/3/2018;23/3/2018;30/3/2018;13/4/2018;27/4/2018;11/5/2018;25/5/2018;8/6/2018;";2018-01-19 00:00:00.0;2018-06-15 23:59:00.0;19:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=131f9c50b40e0610VgnVCM1000001d4a900aRCRD;Cinefórum en María Lejárraga;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fcfe9c50b40e0610VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d862492de8c8c510VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal María Lejárraga (Hortaleza);444571;4482605;4.049.041.562.546.540;-3.655.356.751.728.000;HORTALEZA;/contenido/actividades/CircoPerformanceTeatro;
10477021;Club de lectura;;1;1;J;;2017-10-05 00:00:00.0;2018-05-31 23:59:00.0;10:30;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=aae3fc8e3215e510VgnVCM1000001d4a900aRCRD;Club de lectura;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cc3efc8e3215e510VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro;442454;4474428;404.166.091.081.099;-36.795.930.368.034.800;RETIRO;/contenido/actividades/CursosTalleres;
10483889;Club de lectura en inglés;;1;1;L;;2017-10-02 00:00:00.0;2018-06-18 23:59:00.0;10:30;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0f6b3d06fd47e510VgnVCM2000001f4a900aRCRD;Club de lectura en inglés;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2e757010ed07e510VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=70d879262ef5d010VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo);439977;4481329;4.047.860.087.334.550;-37.094.408.342.979.900;FUENCARRAL-EL PARDO;/contenido/actividades/CursosTalleres;
10476726;Club de lectura literatura juvenil;;1;1;V;;2017-10-06 00:00:00.0;2018-05-25 23:59:00.0;19:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f9bafc8e3215e510VgnVCM1000001d4a900aRCRD;Club de lectura literatura juvenil;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b705611f8e05e510VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e791bed05ceed310VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro;442454;4474428;404.166.091.081.099;-36.795.930.368.034.800;RETIRO;/contenido/actividades/CursosTalleres;
10580909;Cocinando cuentos con Primigenius;;1;0;;;2018-01-29 00:00:00.0;2018-01-29 23:59:00.0;18:00;Del país de los cuentos llega a la Biblioteca un cocinero muy especial. Su mayor deseo, guisar las más suculentas historias. Un gorro de cocinero, una cuchara que hace música, una cacerola de la que salen poemas, adivinanzas, trabalenguas y la maleta Enriqueta que guarda los secretos de los cuentos.  Los mejores cuentos, como los buenos guisos siempre salen a fuego lento...        A partir de 4 años.  Necesaria invitación previa, consultar en la biblioteca.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a41ddb62a6970610VgnVCM1000001d4a900aRCRD;Cuentos infantiles en la Biblioteca Pública Municipal Miguel Delibes;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=39d89e6ad12f1510VgnVCM2000000c205a0aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9e8f3d0b5e71c010VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal Miguel Delibes (Moratalaz);444706;4473646;4.040.971.737.692.920;-36.529.822.109.115.100;MORATALAZ;/contenido/actividades/CuentacuentosTiteresMarionetas;/usuario/Niños
10580902;Cocinando cuentos con Primigenius;;1;0;;;2018-01-25 00:00:00.0;2018-01-25 23:59:00.0;18:00;Del país de los cuentos llega a la Biblioteca un cocinero muy especial. Su mayor deseo, guisar las más suculentas historias. Un gorro de cocinero, una cuchara que hace música, una cacerola de la que salen poemas, adivinanzas, trabalenguas y la maleta Enriqueta que guarda los secretos de los cuentos.  Los mejores cuentos, como los buenos guisos siempre salen a fuego lento...        A partir de 4 años.  Necesaria invitación previa, consultar en la biblioteca.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e58cdb62a6970610VgnVCM1000001d4a900aRCRD;Cuentos infantiles en la Biblioteca Pública Municipal María Zambrano;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=60e8bd8bcf1f1510VgnVCM2000000c205a0aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=74703d0b5e71c010VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal María Zambrano (Tetuán);440967;4480259;4.046.903.299.144.090;-36.976.620.067.964.900;TETUAN;/contenido/actividades/CuentacuentosTiteresMarionetas;/usuario/Niños
10587823;Cocinando cuentos con Primigenius;;1;0;;;2018-02-02 00:00:00.0;2018-02-02 23:59:00.0;18:00;Del país de los cuentos llega a la Biblioteca un cocinero muy especial. Su mayor deseo, guisar las más suculentas historias. Un gorro de cocinero, una cuchara que hace música, una cacerola de la que salen poemas, adivinanzas, trabalenguas y la maleta Enriqueta que guarda los secretos de los cuentos.  Los mejores cuentos, como los buenos guisos siempre salen a fuego lento...        A partir de 4 años.  Necesaria invitación previa, consultar en la biblioteca.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e8275e95480c0610VgnVCM1000001d4a900aRCRD;Cuentos infantiles en la Biblioteca Pública Municipal Pío Baroja;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d816ca75832f1510VgnVCM2000000c205a0aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=17f879262ef5d010VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal Pío Baroja (Arganzuela);440076;4472607;4.040.003.652.682.000;-37.074.488.154.950.500;ARGANZUELA;/contenido/actividades/CuentacuentosTiteresMarionetas;/usuario/Niños
10580907;Cocinando cuentos con Primigenius;;1;0;;;2018-01-24 00:00:00.0;2018-01-24 23:59:00.0;18:00;Del país de los cuentos llega a la Biblioteca un cocinero muy especial. Su mayor deseo, guisar las más suculentas historias. Un gorro de cocinero, una cuchara que hace música, una cacerola de la que salen poemas, adivinanzas, trabalenguas y la maleta Enriqueta que guarda los secretos de los cuentos.  Los mejores cuentos, como los buenos guisos siempre salen a fuego lento...        A partir de 4 años.  Necesaria invitación previa, consultar en la biblioteca.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=976a3cf88a970610VgnVCM2000001f4a900aRCRD;Cuentos infantiles en la Biblioteca Pública Municipal Portazgo;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ac6d8dbb262f1510VgnVCM2000000c205a0aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=89a40a47f441f010VgnVCM2000000c205a0aRCRD;Biblioteca Pública Municipal Portazgo (Puente de Vallecas);444486;4471813;40.393.189.968.014.600;-36.554.147.649.183.900;PUENTE DE VALLECAS;/contenido/actividades/CuentacuentosTiteresMarionetas;/usuario/Niños
10574486;Cocinando cuentos con Primigenius;;1;0;;;2018-01-23 00:00:00.0;2018-01-23 23:59:00.0;18:00;Del país de los cuentos llega a la Biblioteca un cocinero muy especial. Su mayor deseo, guisar las más suculentas historias. Un gorro de cocinero, una cuchara que hace música, una cacerola de la que salen poemas, adivinanzas, trabalenguas y la maleta Enriqueta que guarda los secretos de los cuentos.  Los mejores cuentos, como los buenos guisos siempre salen a fuego lento...        Para niñas y niños de 4 a 7 años.   Necesaria invitación previa, consultar en la biblioteca.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4d89947259a50610VgnVCM2000001f4a900aRCRD;Cuentos infantiles en la Biblioteca Pública Municipal Huerta de la Salud;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=af4ebeed87de1510VgnVCM1000000b205a0aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9c5879262ef5d010VgnVCM1000000b205a0aRCRD;Biblioteca Pública Municipal Huerta de la Salud (Hortaleza);445295;4480968;4.047.571.688.103.060;-364.667.257.750.353;HORTALEZA;/contenido/actividades/CuentacuentosTiteresMarionetas;/usuario/Niños
10491619;CoderDojo;;1;1;D;;2017-10-08 00:00:00.0;2018-06-24 23:59:00.0;9:30;¡Llega la temporada 2017 de Coder Dojo a la biblioteca! Por si aún no lo conoces, es un taller de programación para el público infantil y juvenil de 8 a 14 años. El objetivo es aprender a programar jugando y convertirnos en ninjas de la programación. Además buscamos mentores que quieran colaborar. Las personas menores de 12 años deberán venir acompañadas por una persona adulta.    Sala polivalente.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=20da05b07f89e510VgnVCM1000001d4a900aRCRD;CoderDojo en la Biblioteca Ángel González;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=68aaa53a55c4a510VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ec750a2153ef9210VgnVCM2000000c205a0aRCRD;Biblioteca Pública Municipal Ángel González (Latina);435063;4472320;40.397.074.625.115.900;-37.664.885.474.841.500;LATINA;/contenido/actividades/CursosTalleres;/usuario/Niños
10513813;CoderDojo en la Biblioteca María Lejárraga;;1;1;S;"23/12/2017;30/12/2017;6/1/2018;";2017-10-21 00:00:00.0;2018-01-27 23:59:00.0;12:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6d91e313af00f510VgnVCM2000001f4a900aRCRD;CoderDojo en la Biblioteca María Lejárraga;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f43da5d3ca00f510VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d862492de8c8c510VgnVCM2000001f4a900aRCRD;Biblioteca Pública Municipal María Lejárraga (Hortaleza);444571;4482605;4.049.041.562.546.540;-3.655.356.751.728.000;HORTALEZA;/contenido/actividades/CursosTalleres;/usuario/Niños
10529979;CoderDojo. Club de programación para jóvenes. Otoño / invierno;;1;1;S;;2017-11-04 00:00:00.0;2018-02-17 23:59:00.0;0:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fba845360f75f510VgnVCM2000001f4a900aRCRD;CoderDojo. Club de programación para jóvenes. Otoño / invierno;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0b3845360f75f510VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=79f59dacff4d7110VgnVCM1000000b205a0aRCRD;Medialab - Prado;441244;4473766;40.410.560.776.119;-36.937.931.079.230.700;CENTRO;/contenido/actividades/CursosTalleres/CulturaLibre;/usuario/Jovenes
10585853;Comanchería;;1;0;;;2018-02-08 00:00:00.0;2018-02-08 23:59:00.0;19:00;De David Mackenzie.  Duración: 102 minutos.  Edad recomendada: para mayores de 12 años.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7acf2b3ef97a0610VgnVCM1000001d4a900aRCRD;La pequeña filmoteka;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=776e2b3ef97a0610VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Sociocultural Alberto Sánchez (Puente de Vallecas);444469;4471860;40.393.612.303.425.900;-36.556.073.868.098.400;PUENTE DE VALLECAS;/contenido/actividades/CineActividadesAudiovisuales;
10577752;Cómo han pasado los años;;0;0;;;2018-01-28 00:00:00.0;2018-01-28 23:59:00.0;19:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=50350797fc270610VgnVCM1000001d4a900aRCRD;Cómo han pasado los años;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=02050797fc270610VgnVCM1000001d4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=068e598d1351c010VgnVCM1000000b205a0aRCRD;Centro Cultural Buenavista (Salamanca);443202;4476130;4.043.200.210.571.460;-36.709.293.330.780.200;SALAMANCA;/contenido/actividades/Musica;
10590610;Concierto a cargo de los alumnos de la Escuela de Música y Danza Afinarte;;1;0;;;2018-01-20 00:00:00.0;2018-01-20 23:59:00.0;12:00;;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3074b54704ad0610VgnVCM2000001f4a900aRCRD;Conciertos en el Centro Cultural Nicolás Salmerón;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ddcc94bdeec6f510VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ee4a1e79ee71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Nicolás Salmerón (Chamartín);442766;4477922;4.044.810.636.195.710;-36.762.309.620.097.300;CHAMARTIN;/contenido/actividades/Musica/Zarzuela;
10594299;Concierto A/V Live de Alex Augier;;0;0;;;2018-01-20 00:00:00.0;2018-01-20 23:59:00.0;21:00;Nybble es una performance audiovisual, formal y espacial cuya estética fluctúa entre el «minimalismo digital y la organicidad». Dos polos de un mismo continuo. La fluctuación formal se produce mediante una representación visual generativa donde diversas fuerzas imponen a un sistema de partículas movimientos naturales y movimientos geométricos más o menos complejos. El sintetizador modular reemplaza al músico en el corazón de la propuesta y dirige la fluctuación musical deseada por el proyecto. El diseño del escenario permite que el medio audiovisual se despliegue en el espacio a través de una estructura específica compuesta por 4 pantallas transparentes y 4 puntos de difusión de sonido. La performance ofrece al público una imagen cuadrofónica y cuadri-visual, estimulando una experiencia sinestésica total.   Coproducido por Arcadi (París, Francia), Stereolux (Nantes, Francia), Alex Augier Studio (París, FR) y con el apoyo de La muse en circuit (Alfortville, Francia).  Alex Augier es un músico electrónico que reside en París y cuyo trabajo se centra en la estética digital híbrida con una perspectiva musical y transversal que incluye elementos sonoros, visuales y formales. Estos elementos interactúan con el espacio escénico y con el artista y convierten sus conciertos en singulares performances audiovisuales. Su visión general del proceso creativo se apoya en la idea de que el diseño, la programación y la tecnología son una parte integral del proyecto artístico. Sus trabajos han sido presentados en festivales internacionales como Scopitone (Nantes / FR), Elektra (Montreal / CA), Media Ambition Tokyo (Tokio / JP), Open Source Art (Gdansk / PL), KinoBeat (Porto Alegre / BR), Atenas Arts Digital Festival (Athenes / GR), Nemo (Paris / FR), etc. Es miembro de la AV Fracas.;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c978a3ce32ae0610VgnVCM2000001f4a900aRCRD;Conciertos A/V;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bd16debe7b9e0610VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=64463d0b5e71c010VgnVCM1000000b205a0aRCRD;Conde Duque;439869;4475716;4.042.802.889.001.870;-3.710.182.353.581.840;CENTRO;/contenido/actividades/Musica/DjsElectronicaExperimental;
10578785;Concierto Bandakulula;;1;0;;;2018-01-27 00:00:00.0;2018-01-27 23:59:00.0;12:00;Infantil:  Concierto Bandakulula.  Música en directo, dirigida especialmente a niñas y niños de entre 3 y 10 años, para ser compartida con público adulto y familiar de todas las edades, con mucho amor, mucha ternura, creatividad y mucha diversión.   A partir de 4 años de edad;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d984eb0af8370610VgnVCM2000001f4a900aRCRD;Programa de actividades en el Centro Cultural Fernando de los Ríos (Latina);http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=36e6d0843f893510VgnVCM2000001f4a900aRCRD;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3d973d0b5e71c010VgnVCM1000000b205a0aRCRD;Centro Cultural Fernando de los Ríos (Latina);435929;4472140;4.039.552.931.214.330;-37.562.667.464.373.200;LATINA;/contenido/actividades/Musica;/usuario/Niños
