Date;Hour;D.vien (grados);H (%);Precipitación (l/m2);Tº (ºC);V.vien (m/s)
15/08/2017;12:00;320;80;0;21,4;4,4
15/08/2017;11:00;288;85;0;21;1,43
15/08/2017;10:00;281;86;0;20,3;0,92
15/08/2017;09:00;296;86;0,1;20;2,99
15/08/2017;08:00;312;86;0;20,8;2,31
15/08/2017;07:00;337;87;0;20,9;1,21
15/08/2017;06:00;334;86;0;20,9;1,68
15/08/2017;05:00;40;86;0;21;0,51
15/08/2017;04:00;74;86;0;21,1;0,64
15/08/2017;03:00;90;86;0;21,2;0,61
15/08/2017;02:00;35;85;0;21,2;0,26
15/08/2017;01:00;42;85;0;21,3;0,34
14/08/2017;24:00;38;84;0;21,5;0,81
14/08/2017;23:00;75;82;0;22;1,16
14/08/2017;22:00;64;80;0;22,4;0,9
14/08/2017;21:00;29;77;0;22,8;0,52
14/08/2017;20:00;10;76;0;23,2;0,97
14/08/2017;19:00;327;75;0;23,7;2,34
14/08/2017;18:00;323;72;0;24,8;3,22
14/08/2017;17:00;305;72;0;25,1;3,57
14/08/2017;16:00;320;69;0;25,2;3,43
14/08/2017;15:00;317;62;0;25,8;7,66
14/08/2017;14:00;321;33;0;35,1;1,01
14/08/2017;13:00;150;29;0;35,7;1,67
14/08/2017;12:00;142;32;0;34,1;2,37
14/08/2017;11:00;133;37;0;32,2;1,15
14/08/2017;10:00;328;45;0;29,3;1,34
14/08/2017;09:00;213;60;0;26,2;0,42
14/08/2017;08:00;89;81;0;21;0,68
14/08/2017;07:00;115;87;0;17,9;2,56
14/08/2017;06:00;127;88;0;16,9;3,21
14/08/2017;05:00;128;87;0;17,1;3,08
14/08/2017;04:00;126;86;0;17,4;2,12
14/08/2017;03:00;126;85;0;17,8;2,06
14/08/2017;02:00;123;83;0;18,4;1,48
14/08/2017;01:00;123;82;0;18,9;1,16
13/08/2017;24:00;283;80;0;19,3;0,9
13/08/2017;23:00;284;78;0;20,1;1,31
13/08/2017;22:00;303;76;0;20,4;1,91
13/08/2017;21:00;295;73;0;20,9;2,96
13/08/2017;20:00;303;70;0;21,6;3,89
13/08/2017;19:00;299;67;0;22,7;4,07
13/08/2017;18:00;297;65;0;23,3;4,86
13/08/2017;17:00;304;63;0;24,1;4,56
13/08/2017;16:00;338;61;0;24,9;2,01
13/08/2017;15:00;351;64;0;24,2;2,63
13/08/2017;14:00;318;64;0;24,2;3,1
13/08/2017;13:00;340;64;0;24;2,12
13/08/2017;12:00;1;64;0;23,9;0,91
13/08/2017;11:00;12;66;0;23;0,67
13/08/2017;10:00;352;67;0;21,4;0,69
13/08/2017;09:00;83;72;0;18,9;0,22
13/08/2017;08:00;109;77;0;16,6;0,96
13/08/2017;07:00;132;79;0;15,6;1,31
13/08/2017;06:00;124;80;0;15,1;1,28
13/08/2017;05:00;127;80;0;15,1;1,42
13/08/2017;04:00;118;80;0;15;1,37
13/08/2017;03:00;124;78;0;15,5;1,77
13/08/2017;02:00;125;76;0;15,9;1,77
13/08/2017;01:00;120;74;0;16,5;1,73
12/08/2017;24:00;121;72;0;17,6;0,46
12/08/2017;23:00;264;71;0;18,1;0,81
12/08/2017;22:00;296;69;0;18,6;0,57
12/08/2017;21:00;244;69;0;19,3;0,7
12/08/2017;20:00;275;67;0;19,8;2,85
12/08/2017;19:00;285;62;0;21;4,47
12/08/2017;18:00;290;52;0;22;5,54
12/08/2017;17:00;300;39;0;22,9;6,25
12/08/2017;16:00;309;46;0;23,2;5,76
12/08/2017;15:00;305;49;0;23,5;5,36
12/08/2017;14:00;306;48;0;23,9;4,19
12/08/2017;13:00;312;46;0;23,8;3,4
12/08/2017;12:00;337;45;0;23,5;1,42
12/08/2017;11:00;351;54;0;22,4;0,77
12/08/2017;10:00;127;63;0;20,1;0,81
12/08/2017;09:00;108;73;0;17,7;1,63
12/08/2017;08:00;116;80;0;15,4;2,01
12/08/2017;07:00;120;83;0;13,7;2,02
12/08/2017;06:00;120;85;0;13,1;1,75
12/08/2017;05:00;125;85;0;13,2;2,4
12/08/2017;04:00;126;84;0;13,6;2,24
12/08/2017;03:00;123;82;0;14,2;1,76
12/08/2017;02:00;127;80;0;14,7;1,94
12/08/2017;01:00;125;78;0;15,3;1,56
11/08/2017;24:00;123;74;0;16,2;1,51
11/08/2017;23:00;152;70;0;17,2;0,78
11/08/2017;22:00;311;67;0;17,8;0,28
11/08/2017;21:00;287;65;0;18,5;1,25
11/08/2017;20:00;352;63;0;19;1,62
11/08/2017;19:00;332;59;0;20;2,67
11/08/2017;18:00;311;57;0;20,5;3,27
11/08/2017;17:00;309;57;0;20,6;4,15
11/08/2017;16:00;315;57;0;20,6;4,69
11/08/2017;15:00;304;56;0;20,8;5,28
11/08/2017;14:00;319;55;0;20,5;5,25
11/08/2017;13:00;316;56;0;20,4;5,02
11/08/2017;12:00;315;58;0;20,2;4,9
11/08/2017;11:00;317;61;0;19,7;4,86
11/08/2017;10:00;322;65;0;19,3;4,11
11/08/2017;09:00;359;73;0;19,1;0,66
11/08/2017;08:00;120;81;0;16,8;0,82
11/08/2017;07:00;132;83;0;15,4;1,51
11/08/2017;06:00;125;83;0;15,3;1,57
11/08/2017;05:00;132;82;0;15,5;1,15
11/08/2017;04:00;135;81;0;15,7;1,31
11/08/2017;03:00;136;79;0;16;1,44
11/08/2017;02:00;122;76;0;16,6;1,2
11/08/2017;01:00;196;72;0;17,2;0,09
10/08/2017;24:00;258;71;0;17,5;0,69
10/08/2017;23:00;281;70;0;17,6;1,49
10/08/2017;22:00;293;68;0;18;1,72
10/08/2017;21:00;267;65;0;18,4;1,84
10/08/2017;20:00;301;63;0;18,7;5,51
10/08/2017;19:00;306;65;0;18,9;6,81
10/08/2017;18:00;299;62;0;19,1;8,56
10/08/2017;17:00;303;63;0;19,3;7,55
10/08/2017;16:00;310;65;0;19,4;8,29
10/08/2017;15:00;308;67;0;19,1;7,84
10/08/2017;14:00;307;71;0;19;7,76
10/08/2017;13:00;286;81;0;17,3;3,51
10/08/2017;12:00;321;78;0,2;17,4;2,85
10/08/2017;11:00;293;70;0;18,2;5,38
10/08/2017;10:00;291;71;0;17,6;4,65
10/08/2017;09:00;290;72;0;17,5;4,71
10/08/2017;08:00;278;77;0;16,5;3,38
10/08/2017;07:00;273;81;0,2;15,9;1,47
10/08/2017;06:00;274;82;0;15,6;1,19
10/08/2017;05:00;293;82;0;15,8;0,45
10/08/2017;04:00;291;81;0,1;15,7;1,06
10/08/2017;03:00;281;80;0;15,8;0,6
10/08/2017;02:00;298;77;0,2;16;1,12
10/08/2017;01:00;278;73;0,1;16,3;1,89
09/08/2017;24:00;251;70;0;16,7;1,15
09/08/2017;23:00;277;66;0;17,2;3,28
09/08/2017;22:00;280;63;0;17,7;4,14
09/08/2017;21:00;269;61;0;18;2,78
09/08/2017;20:00;302;59;0;18,5;6,46
09/08/2017;19:00;298;59;0;18,8;6,39
09/08/2017;18:00;306;58;0;18,8;8,38
09/08/2017;17:00;305;56;0;19,4;8,15
09/08/2017;16:00;304;57;0;19,3;8,6
09/08/2017;15:00;306;58;0;19,1;8,33
09/08/2017;14:00;304;58;0;19,1;8,33
09/08/2017;13:00;293;60;0;18,5;6,28
09/08/2017;12:00;297;60;0;18,7;7,38
09/08/2017;11:00;298;71;0;17,3;2,99
09/08/2017;10:00;279;73;0;16,9;4,21
09/08/2017;09:00;203;82;0;16,3;1,4
09/08/2017;08:00;286;85;0,1;15;2,15
09/08/2017;07:00;302;81;0,1;15,2;5,2
09/08/2017;06:00;300;68;0,1;17,5;2,98
09/08/2017;05:00;225;67;0;17,6;0,81
09/08/2017;04:00;189;67;0;17,6;1,06
09/08/2017;03:00;208;69;0;17,5;0,91
09/08/2017;02:00;170;71;0;17,5;1
09/08/2017;01:00;126;70;0;17,8;1,01
08/08/2017;24:00;115;69;0;18,1;0,93
08/08/2017;23:00;129;65;0;18,5;0,15
08/08/2017;22:00;263;65;0;18,4;1,19
08/08/2017;21:00;254;62;0;18,9;1
08/08/2017;20:00;257;61;0;19,1;0,64
08/08/2017;19:00;302;60;0;19,3;3,25
08/08/2017;18:00;318;60;0;19,8;4,2
08/08/2017;17:00;328;68;0;19,1;2,88
08/08/2017;16:00;304;71;0;18,5;4,96
08/08/2017;15:00;312;66;0;19,3;2,54
08/08/2017;14:00;314;75;0;18,1;2,46
08/08/2017;13:00;297;78;0;16,7;4,84
08/08/2017;12:00;298;80;0;17,5;4,12
08/08/2017;11:00;321;76;0;18,1;4,73
08/08/2017;10:00;302;72;0;18,2;2,79
08/08/2017;09:00;286;71;0;18;2,33
08/08/2017;08:00;214;71;0;18,1;0,85
08/08/2017;07:00;285;71;0;17,5;0,78
08/08/2017;06:00;259;69;0;17,5;1,28
08/08/2017;05:00;269;70;0;17,7;1,5
08/08/2017;04:00;289;72;0;17,6;3,54
08/08/2017;03:00;296;75;0;17,7;4,61
08/08/2017;02:00;289;78;0;17,6;4,15
08/08/2017;01:00;292;82;0;17,6;5,71
07/08/2017;24:00;290;83;0;17,9;3,78
07/08/2017;23:00;293;83;0;17,6;4,91
07/08/2017;22:00;298;87;0;17,9;7,28
07/08/2017;21:00;292;86;0,1;18,8;5,91
07/08/2017;20:00;293;82;0;19,5;5,88
07/08/2017;19:00;293;77;0;20,6;5,88
07/08/2017;18:00;295;77;0;20,9;4,69
07/08/2017;17:00;293;79;0;20,9;5,43
07/08/2017;16:00;301;76;0;21,5;6,11
07/08/2017;15:00;312;74;0;22;5,4
07/08/2017;14:00;326;72;0;22,2;5,3
07/08/2017;13:00;323;69;0;22,6;5,71
07/08/2017;12:00;315;66;0;23,4;4,63
07/08/2017;11:00;293;64;0;23,6;1,47
07/08/2017;10:00;262;67;0;22,5;0,82
07/08/2017;09:00;238;68;0;22,2;0,7
07/08/2017;08:00;202;73;0;21,3;0,44
07/08/2017;07:00;156;77;0;19,9;0,76
07/08/2017;06:00;73;78;0;19,4;0,2
07/08/2017;05:00;116;78;0;19,4;0,46
07/08/2017;04:00;50;77;0;19,3;0,28
07/08/2017;03:00;319;76;0;19,2;0,36
07/08/2017;02:00;287;74;0;19,3;0,81
07/08/2017;01:00;279;72;0;19,9;1,1
06/08/2017;24:00;289;70;0;20,2;0,97
06/08/2017;23:00;287;69;0;20,3;1,23
06/08/2017;22:00;292;67;0;20,7;1,46
06/08/2017;21:00;355;66;0;20,9;0,75
06/08/2017;20:00;358;66;0;21;0,89
06/08/2017;19:00;352;65;0;21;2,07
06/08/2017;18:00;350;64;0;21,2;3,51
06/08/2017;17:00;331;65;0;21,5;2,96
06/08/2017;16:00;304;66;0;21,3;5,13
06/08/2017;15:00;313;64;0;21,4;4,73
06/08/2017;14:00;313;63;0;21,3;4,77
06/08/2017;13:00;302;60;0;21,5;5,01
06/08/2017;12:00;305;57;0;21,7;4,12
06/08/2017;11:00;343;53;0;22,1;1,52
06/08/2017;10:00;36;58;0;21;2,02
06/08/2017;09:00;36;64;0;20,3;1,54
06/08/2017;08:00;305;70;0;19,8;1,65
06/08/2017;07:00;300;77;0;18,7;1,68
06/08/2017;06:00;312;81;0;18,1;1,91
06/08/2017;05:00;303;83;0;18,2;1,25
06/08/2017;04:00;310;87;0;17,7;1,28
06/08/2017;03:00;289;90;0;18;1,37
06/08/2017;02:00;288;91;0;18,2;0,99
06/08/2017;01:00;290;92;0;18;1,28
05/08/2017;24:00;295;92;0;17,9;1,19
05/08/2017;23:00;297;93;0;17,7;1,96
05/08/2017;22:00;290;93;0;17,7;1,44
05/08/2017;21:00;300;92;0,2;17,7;3,11
05/08/2017;20:00;289;92;0;17,9;1,95
05/08/2017;19:00;292;92;0,1;18;1,61
05/08/2017;18:00;309;92;0;17,9;2,43
05/08/2017;17:00;286;94;0;17,7;1,44
05/08/2017;16:00;295;95;0,1;17,4;1,95
05/08/2017;15:00;303;95;0,1;17,1;3,85
05/08/2017;14:00;308;96;0;17,1;5,04
05/08/2017;13:00;312;96;0,1;17,5;5,76
05/08/2017;12:00;310;96;0,3;18;6,41
05/08/2017;11:00;303;96;0,7;18,4;8,45
05/08/2017;10:00;302;95;0,4;19,6;4,55
05/08/2017;09:00;301;95;0,1;19,6;3,48
05/08/2017;08:00;304;94;0,1;19,6;3,73
05/08/2017;07:00;311;93;0,2;20,2;4,29
05/08/2017;06:00;306;92;0,3;20,8;4,11
05/08/2017;05:00;334;91;0,2;21,5;2,96
05/08/2017;04:00;336;88;0,2;22,7;2,93
05/08/2017;03:00;325;87;0;23,1;2,6
05/08/2017;02:00;326;87;0;23,3;2,68
05/08/2017;01:00;328;85;0;23,5;2,2
04/08/2017;24:00;308;83;0;23,8;3,94
04/08/2017;23:00;299;75;0;24,8;4,34
04/08/2017;22:00;326;65;0;25,9;1,47
04/08/2017;21:00;30;63;0;26,3;1,21
04/08/2017;20:00;39;62;0;26,7;1,29
04/08/2017;19:00;334;60;0;27,1;3,05
04/08/2017;18:00;357;58;0;27,9;3,27
04/08/2017;17:00;331;55;0;28,8;4,27
04/08/2017;16:00;311;53;0;29,2;5,85
04/08/2017;15:00;312;52;0;29,4;4,86
04/08/2017;14:00;304;52;0;29,4;6,38
04/08/2017;13:00;315;51;0;30,1;4,19
04/08/2017;12:00;253;49;0;30,4;0,77
04/08/2017;11:00;330;53;0;28,9;1,52
04/08/2017;10:00;331;57;0;28,1;0,45
04/08/2017;09:00;114;66;0;26;0,49
04/08/2017;08:00;111;72;0;24,2;0,73
04/08/2017;07:00;114;77;0;23;0,59
04/08/2017;06:00;193;82;0;21,3;0,72
04/08/2017;05:00;186;82;0;21,1;0,81
04/08/2017;04:00;148;81;0;21,8;0,72
04/08/2017;03:00;306;80;0;21,9;0,39
04/08/2017;02:00;271;80;0;21,9;0,91
04/08/2017;01:00;281;81;0;21,7;1,31
03/08/2017;24:00;296;81;0;21,8;2,02
03/08/2017;23:00;344;82;0;22;0,96
03/08/2017;22:00;305;81;0;22,1;1,33
03/08/2017;21:00;313;80;0;22,2;1,87
03/08/2017;20:00;315;79;0;22,5;3,91
03/08/2017;19:00;302;77;0;23,1;5,36
03/08/2017;18:00;300;72;0;23,8;5,91
03/08/2017;17:00;301;68;0;24,2;6,8
03/08/2017;16:00;305;61;0;25;7,85
03/08/2017;15:00;305;55;0;25,9;7,14
03/08/2017;14:00;300;55;0;26,1;6,7
03/08/2017;13:00;310;57;0;26,3;6,2
03/08/2017;12:00;306;59;0;26,7;4,58
03/08/2017;11:00;296;62;0;26,7;1,86
03/08/2017;10:00;347;67;0;24,8;0,75
03/08/2017;09:00;15;76;0;22,9;0,53
03/08/2017;08:00;106;84;0;20,3;1,4
03/08/2017;07:00;124;86;0;18,8;2,08
03/08/2017;06:00;99;87;0;18,4;1,05
03/08/2017;05:00;135;87;0;18,4;1,87
03/08/2017;04:00;120;86;0;18,8;1,68
03/08/2017;03:00;131;85;0;19,4;1,22
03/08/2017;02:00;129;84;0;19,7;1,32
03/08/2017;01:00;135;82;0;20,3;1,51
02/08/2017;24:00;122;81;0;20,8;0,26
02/08/2017;23:00;110;79;0;21,1;1,2
02/08/2017;22:00;156;77;0;21,8;0,77
02/08/2017;21:00;101;76;0;22,1;0,12
02/08/2017;20:00;41;74;0;22,3;1
02/08/2017;19:00;318;73;0;22,6;1,76
02/08/2017;18:00;299;71;0;22,4;3,97
02/08/2017;17:00;297;72;0;22,7;5,66
02/08/2017;16:00;309;69;0;23,5;5,29
02/08/2017;15:00;318;66;0;23,7;6,53
02/08/2017;14:00;316;64;0;24,2;6,96
02/08/2017;13:00;312;61;0;25,5;5,02
02/08/2017;12:00;295;64;0;24,9;3,12
02/08/2017;11:00;295;65;0;24,3;2,31
02/08/2017;10:00;323;68;0;23,4;1,21
02/08/2017;09:00;327;74;0;22,2;1,06
02/08/2017;08:00;49;81;0;20,8;0,62
02/08/2017;07:00;64;85;0;19,3;0,59
02/08/2017;06:00;137;86;0;18,1;1,54
02/08/2017;05:00;126;85;0;18,4;1,67
02/08/2017;04:00;129;83;0;19;0,88
02/08/2017;03:00;147;81;0;19,6;0,42
02/08/2017;02:00;305;80;0;20;0,23
02/08/2017;01:00;300;79;0;20,1;0,79
01/08/2017;24:00;300;77;0;20,5;1,35
01/08/2017;23:00;301;75;0;20,9;0,29
01/08/2017;22:00;321;73;0;21,2;0,57
01/08/2017;21:00;12;74;0;21,1;0,54
01/08/2017;20:00;39;73;0;21,3;1,67
01/08/2017;19:00;26;72;0;21,8;1,91
01/08/2017;18:00;32;71;0;22,8;2,39
01/08/2017;17:00;51;68;0;23,8;1,54
01/08/2017;16:00;65;70;0;23,4;1,29
01/08/2017;15:00;305;75;0;22,5;2,86
01/08/2017;14:00;327;75;0;22,5;1,54
01/08/2017;13:00;8;78;0;21,6;1,5
01/08/2017;12:00;309;77;0;21,5;2,61
01/08/2017;11:00;307;80;0;20,9;2,18
01/08/2017;10:00;292;83;0;20,6;1,77
01/08/2017;09:00;293;86;0;19,6;1,18
01/08/2017;08:00;298;88;0;19,1;0,99
01/08/2017;07:00;267;89;0;18,9;0,47
01/08/2017;06:00;302;88;0;18,7;0,61
01/08/2017;05:00;289;88;0;18,8;0,22
01/08/2017;04:00;32;88;0;18,9;0,06
01/08/2017;03:00;163;88;0;18,8;0,38
01/08/2017;02:00;118;87;0;19;0,21
01/08/2017;01:00;282;86;0;19;0,34
31/07/2017;24:00;283;85;0;19,4;0,76
31/07/2017;23:00;283;84;0;19,5;1,05
31/07/2017;22:00;306;84;0;19,8;0,22
31/07/2017;21:00;287;83;0;19,7;0,27
31/07/2017;20:00;274;84;0;19,7;0,95
31/07/2017;19:00;280;86;0;19,5;1,41
31/07/2017;18:00;281;89;0;18,9;1,24
31/07/2017;17:00;258;91;0;18,9;0,45
31/07/2017;16:00;311;91;0;18,9;3,51
31/07/2017;15:00;341;91;0;19,3;2,57
31/07/2017;14:00;310;91;0;19,4;3,49
31/07/2017;13:00;301;92;0;19,3;3,75
31/07/2017;12:00;301;92;0;19;2,53
31/07/2017;11:00;305;92;0,1;18,8;2,95
31/07/2017;10:00;299;91;0,1;18,7;3,43
31/07/2017;09:00;299;90;0;18,8;2,8
31/07/2017;08:00;290;89;0;18,7;1,38
31/07/2017;07:00;279;87;0,1;18,6;0,8
31/07/2017;06:00;282;84;0,1;18,9;0,53
31/07/2017;05:00;286;82;0;19,2;1,26
31/07/2017;04:00;281;82;0;19,2;0,8
31/07/2017;03:00;276;80;0;19,5;0,62
31/07/2017;02:00;343;80;0;19,7;0,11
31/07/2017;01:00;271;79;0;19,6;0,79
30/07/2017;24:00;238;78;0;19,9;0,33
30/07/2017;23:00;180;78;0;19,8;0,69
30/07/2017;22:00;266;78;0;19,9;0,46
30/07/2017;21:00;271;79;0;19,8;0,4
30/07/2017;20:00;282;81;0;19,6;0,94
30/07/2017;19:00;256;83;0;19,3;0,58
30/07/2017;18:00;316;80;0;19,4;2,16
30/07/2017;17:00;325;70;0;21;3,6
30/07/2017;16:00;290;77;0;20,6;3,71
30/07/2017;15:00;282;85;0;19,7;3,48
30/07/2017;14:00;299;86;0;20;5,33
30/07/2017;13:00;301;85;0;20,8;6,01
30/07/2017;12:00;313;85;0;21,3;3,16
30/07/2017;11:00;299;85;0;21,3;2,78
30/07/2017;10:00;300;81;0;21,3;1,95
30/07/2017;09:00;309;77;0;21,6;0,95
30/07/2017;08:00;94;78;0;21,1;0,5
30/07/2017;07:00;132;77;0;20,7;1,16
30/07/2017;06:00;125;77;0;20,7;1,24
30/07/2017;05:00;50;77;0;20,8;0,21
30/07/2017;04:00;111;77;0;20,6;0,76
30/07/2017;03:00;128;73;0;21,2;1,2
30/07/2017;02:00;352;70;0;21,8;0,32
30/07/2017;01:00;277;67;0;22,4;0,95
29/07/2017;24:00;282;65;0;23,2;0,96
29/07/2017;23:00;288;62;0;24;1,16
29/07/2017;22:00;294;58;0;25;0,51
29/07/2017;21:00;137;56;0;25,7;0,89
29/07/2017;20:00;40;55;0;26,2;1,16
29/07/2017;19:00;34;53;0;27;2,83
29/07/2017;18:00;30;51;0;28,1;2,77
29/07/2017;17:00;346;48;0;29,1;2,31
29/07/2017;16:00;353;48;0;29,2;1,72
29/07/2017;15:00;305;43;0;28,6;4,28
29/07/2017;14:00;312;42;0;28,3;4,45
29/07/2017;13:00;319;38;0;28,4;4,06
29/07/2017;12:00;340;30;0;28,9;1,28
29/07/2017;11:00;12;38;0;27,5;0,91
29/07/2017;10:00;99;51;0;25,3;1,14
29/07/2017;09:00;99;64;0;22,8;1,32
29/07/2017;08:00;109;73;0;20,9;1,4
29/07/2017;07:00;125;78;0;19,7;1,11
29/07/2017;06:00;134;82;0;18,5;1,96
29/07/2017;05:00;129;83;0;18,7;1,65
29/07/2017;04:00;126;83;0;18,9;1,75
29/07/2017;03:00;129;84;0;19,3;1,84
29/07/2017;02:00;121;84;0;19,6;1,61
29/07/2017;01:00;141;82;0;20,1;1,09
28/07/2017;24:00;127;81;0;20,6;1,3
28/07/2017;23:00;158;79;0;21,3;0,33
28/07/2017;22:00;284;77;0;21,8;0,45
28/07/2017;21:00;275;76;0;22,1;1,09
28/07/2017;20:00;303;74;0;22,5;2,54
28/07/2017;19:00;318;72;0;22,9;3,23
28/07/2017;18:00;306;71;0;23,2;4,23
28/07/2017;17:00;303;71;0;23,5;5,37
28/07/2017;16:00;303;70;0;24,1;4,83
28/07/2017;15:00;316;69;0;24,3;3,96
28/07/2017;14:00;296;72;0;23,7;3,71
28/07/2017;13:00;310;74;0;23,2;2,96
28/07/2017;12:00;292;78;0;22,8;1,76
28/07/2017;11:00;350;83;0;21,7;1,01
28/07/2017;10:00;177;89;0;20,8;0,49
28/07/2017;09:00;60;92;0;19,6;1,08
28/07/2017;08:00;30;93;0;19,6;1,05
28/07/2017;07:00;295;93;0;19,4;0,89
28/07/2017;06:00;291;93;0;19,2;0,6
28/07/2017;05:00;289;93;0;19,2;0,94
28/07/2017;04:00;286;93;0;19,2;0,73
28/07/2017;03:00;282;92;0;19;0,62
28/07/2017;02:00;306;92;0,1;19,1;1,63
28/07/2017;01:00;301;91;0;19,4;1,82
27/07/2017;24:00;306;89;0;19,7;1,78
27/07/2017;23:00;326;86;0,1;20,8;3,25
27/07/2017;22:00;352;82;0;21,7;1,52
27/07/2017;21:00;324;80;0;22,1;1,61
27/07/2017;20:00;329;79;0;22,2;2,43
27/07/2017;19:00;332;78;0;22,2;3,25
27/07/2017;18:00;314;75;0;22,7;5,05
27/07/2017;17:00;314;71;0;23,9;5,73
27/07/2017;16:00;304;69;0;24;6,24
27/07/2017;15:00;311;65;0;24,7;6,68
27/07/2017;14:00;319;59;0;25;6,01
27/07/2017;13:00;308;58;0;24,8;6,28
27/07/2017;12:00;307;53;0;26;5,38
27/07/2017;11:00;308;52;0;26,3;2,32
27/07/2017;10:00;82;64;0;24,2;0,22
27/07/2017;09:00;118;76;0;21,1;1,5
27/07/2017;08:00;113;83;0;18,8;1,62
27/07/2017;07:00;122;86;0;17,5;1,33
27/07/2017;06:00;96;88;0;16,7;1,09
27/07/2017;05:00;134;88;0;16,9;1,14
27/07/2017;04:00;125;87;0;17,3;1,05
27/07/2017;03:00;36;86;0;17,6;0,21
27/07/2017;02:00;108;86;0;17,9;0,96
27/07/2017;01:00;112;84;0;18,4;0,87
26/07/2017;24:00;279;82;0;18,8;0,75
26/07/2017;23:00;66;81;0;19,3;0,17
26/07/2017;22:00;299;80;0;19,7;0,99
26/07/2017;21:00;337;77;0;20;1,41
26/07/2017;20:00;338;74;0;20,8;2,07
26/07/2017;19:00;318;72;0;21,5;3,24
26/07/2017;18:00;314;70;0;21,9;3,46
26/07/2017;17:00;308;68;0;22,4;3,83
26/07/2017;16:00;306;67;0;22,5;4,27
26/07/2017;15:00;315;66;0;22,5;4,5
26/07/2017;14:00;316;64;0;22,4;5,76
26/07/2017;13:00;310;59;0;23,1;5,08
26/07/2017;12:00;307;56;0;23,6;3,93
26/07/2017;11:00;298;57;0;23,4;1,67
26/07/2017;10:00;65;65;0;21,6;0,57
26/07/2017;09:00;114;74;0;19,5;1,34
26/07/2017;08:00;113;82;0;17,3;1,8
26/07/2017;07:00;122;86;0;15,9;1,74
26/07/2017;06:00;127;87;0;15,6;1,7
26/07/2017;05:00;125;86;0;15,8;1,76
26/07/2017;04:00;133;85;0;16,3;1,57
26/07/2017;03:00;130;84;0;16,8;1,13
26/07/2017;02:00;155;83;0;17,2;0,93
26/07/2017;01:00;129;81;0;17,6;1,01
25/07/2017;24:00;270;79;0;17,7;0,18
25/07/2017;23:00;306;78;0;18;1,04
25/07/2017;22:00;303;75;0;18,7;0,92
25/07/2017;21:00;258;73;0;19,2;1,27
25/07/2017;20:00;307;71;0;19,5;2,94
25/07/2017;19:00;312;70;0;19,7;3,82
25/07/2017;18:00;307;70;0;19,8;4,98
25/07/2017;17:00;308;71;0;20;5,27
25/07/2017;16:00;316;70;0;20;5,22
25/07/2017;15:00;311;70;0;19,9;5,36
25/07/2017;14:00;302;72;0;19,8;5,01
25/07/2017;13:00;304;70;0;20;4,75
25/07/2017;12:00;310;66;0;20,3;5,7
25/07/2017;11:00;297;69;0;20,1;4,58
25/07/2017;10:00;293;73;0;19,5;4,51
25/07/2017;09:00;286;79;0;18,6;1,04
25/07/2017;08:00;204;81;0;17,6;0,8
25/07/2017;07:00;245;81;0;17,2;0,81
25/07/2017;06:00;265;80;0;17,1;1,2
25/07/2017;05:00;283;79;0;17,3;1,49
25/07/2017;04:00;273;80;0;17,8;1,75
25/07/2017;03:00;271;83;0;17,7;2,06
25/07/2017;02:00;291;86;0;17,6;2,04
25/07/2017;01:00;295;88;0;17,6;2,7
24/07/2017;24:00;296;89;0;17,5;2,91
24/07/2017;23:00;299;88;0;17,7;2,66
24/07/2017;22:00;288;90;0;17,6;2,43
24/07/2017;21:00;294;90;0;17,5;2,18
24/07/2017;20:00;293;90;0,3;17,7;4,19
24/07/2017;19:00;300;89;0,3;18,3;3,65
24/07/2017;18:00;311;88;0,1;18,5;4,04
24/07/2017;17:00;313;86;0,1;18,9;5,78
24/07/2017;16:00;317;80;0,1;19,8;6,64
24/07/2017;15:00;308;77;0;20,4;7,19
24/07/2017;14:00;304;81;0;19,9;6,71
24/07/2017;13:00;299;82;0,2;19,9;6,47
24/07/2017;12:00;303;87;0,1;19,2;6,59
24/07/2017;11:00;292;87;0,3;18,6;4,99
24/07/2017;10:00;300;84;0,1;19,3;6,1
24/07/2017;09:00;298;86;0,1;19,1;5,05
24/07/2017;08:00;296;88;0;18,7;4,71
24/07/2017;07:00;294;91;0;18,2;4,5
24/07/2017;06:00;295;91;0,1;17,9;5,07
24/07/2017;05:00;300;90;0,4;18,7;5,33
24/07/2017;04:00;298;90;0,2;19,4;5,53
24/07/2017;03:00;290;89;0;19,5;2,51
24/07/2017;02:00;297;88;0,5;19,5;3,47
24/07/2017;01:00;296;83;0,1;20,2;3,37
23/07/2017;24:00;297;78;0;21;3,27
23/07/2017;23:00;294;70;0;21,5;2,37
23/07/2017;22:00;279;68;0;21,5;1,34
23/07/2017;21:00;287;68;0;21,2;0,7
23/07/2017;20:00;337;66;0;21,2;2,02
23/07/2017;19:00;330;62;0;22,1;2,43
23/07/2017;18:00;318;62;0;22;2,13
23/07/2017;17:00;320;63;0;21,6;4,74
23/07/2017;16:00;313;63;0;22,1;5,56
23/07/2017;15:00;315;61;0;22,8;4,74
23/07/2017;14:00;299;62;0;22,5;3,47
23/07/2017;13:00;313;60;0;22,2;3,79
23/07/2017;12:00;312;56;0;22,2;3,91
23/07/2017;11:00;317;58;0;21,6;3,7
23/07/2017;10:00;314;62;0;21,4;2,14
23/07/2017;09:00;346;70;0;20,4;1,27
23/07/2017;08:00;52;79;0;18,8;0,42
23/07/2017;07:00;102;81;0;17,4;1,06
