Date;Hour;CO (mg/m3);CO - ICA;CO 8h (mg/m3);NO (µg/m3);NO2 (µg/m3);NO2 - ICA;NOX (µg/m3);PM10 (µg/m3);PM10 - ICA;PM2,5 (µg/m3);PM2,5 - ICA
10/09/2017;21:00;0,3;"Muy buena / ";0,31;5;42;Muy buena / Oso ona;49;25;Muy buena / Oso ona;9;Muy buena / Oso ona
10/09/2017;20:00;0,41;"Muy buena / ";0,31;12;50;Muy buena / Oso ona;68;24;Muy buena / Oso ona;8;Muy buena / Oso ona
10/09/2017;19:00;0,43;"Muy buena / ";0,29;17;49;Muy buena / Oso ona;75;28;Muy buena / Oso ona;5;Muy buena / Oso ona
10/09/2017;18:00;0,37;"Muy buena / ";0,26;14;34;Muy buena / Oso ona;55;25;Muy buena / Oso ona;5;Muy buena / Oso ona
10/09/2017;17:00;0,27;"Muy buena / ";0,24;5;19;Muy buena / Oso ona;27;20;Muy buena / Oso ona;7;Muy buena / Oso ona
10/09/2017;16:00;0,27;"Muy buena / ";0,24;7;19;Muy buena / Oso ona;29;33;Muy buena / Oso ona;15;Muy buena / Oso ona
10/09/2017;15:00;0,24;"Muy buena / ";0,23;4;14;Muy buena / Oso ona;21;17;Muy buena / Oso ona;2;Muy buena / Oso ona
10/09/2017;14:00;0,23;"Muy buena / ";0,22;5;11;Muy buena / Oso ona;19;20;Muy buena / Oso ona;4;Muy buena / Oso ona
10/09/2017;13:00;0,24;"Muy buena / ";0,22;6;15;Muy buena / Oso ona;25;31;Muy buena / Oso ona;13;Muy buena / Oso ona
10/09/2017;12:00;0,27;"Muy buena / ";0,21;8;19;Muy buena / Oso ona;32;33;Muy buena / Oso ona;3;Muy buena / Oso ona
10/09/2017;11:00;0,22;"Muy buena / ";0,2;6;12;Muy buena / Oso ona;21;24;Muy buena / Oso ona;0;Muy buena / Oso ona
10/09/2017;10:00;0,22;"Muy buena / ";0,19;8;8;Muy buena / Oso ona;20;22;Muy buena / Oso ona;1;Muy buena / Oso ona
10/09/2017;09:00;0,21;"Muy buena / ";0,19;4;7;Muy buena / Oso ona;13;16;Muy buena / Oso ona;0;Muy buena / Oso ona
10/09/2017;08:00;0,2;"Muy buena / ";0,18;4;7;Muy buena / Oso ona;13;20;Muy buena / Oso ona;2;Muy buena / Oso ona
10/09/2017;07:00;0,21;"Muy buena / ";0,18;3;8;Muy buena / Oso ona;12;33;Muy buena / Oso ona;7;Muy buena / Oso ona
10/09/2017;06:00;0,18;"Muy buena / ";0,18;2;6;Muy buena / Oso ona;9;23;Muy buena / Oso ona;4;Muy buena / Oso ona
10/09/2017;05:00;0,17;"Muy buena / ";0,19;1;4;Muy buena / Oso ona;6;13;Muy buena / Oso ona;0;Muy buena / Oso ona
10/09/2017;04:00;0,18;"Muy buena / ";0,2;1;3;Muy buena / Oso ona;5;24;Muy buena / Oso ona;1;Muy buena / Oso ona
10/09/2017;03:00;0,19;"Muy buena / ";0,21;2;5;Muy buena / Oso ona;9;26;Muy buena / Oso ona;5;Muy buena / Oso ona
10/09/2017;02:00;0,18;"Muy buena / ";0,23;2;6;Muy buena / Oso ona;9;23;Muy buena / Oso ona;7;Muy buena / Oso ona
10/09/2017;01:00;0,17;"Muy buena / ";0,26;2;6;Muy buena / Oso ona;9;25;Muy buena / Oso ona;0;Muy buena / Oso ona
09/09/2017;24:00;0,18;"Muy buena / ";0,28;1;6;Muy buena / Oso ona;8;18;Muy buena / Oso ona;1;Muy buena / Oso ona
09/09/2017;23:00;0,2;"Muy buena / ";0,27;4;11;Muy buena / Oso ona;16;17;Muy buena / Oso ona;3;Muy buena / Oso ona
09/09/2017;22:00;0,26;"Muy buena / ";0,28;6;30;Muy buena / Oso ona;39;16;Muy buena / Oso ona;1;Muy buena / Oso ona
09/09/2017;21:00;0,21;"Muy buena / ";0,27;3;13;Muy buena / Oso ona;18;13;Muy buena / Oso ona;1;Muy buena / Oso ona
09/09/2017;20:00;0,27;"Muy buena / ";0,28;9;26;Muy buena / Oso ona;41;13;Muy buena / Oso ona;5;Muy buena / Oso ona
09/09/2017;19:00;0,34;"Muy buena / ";0,27;21;40;Muy buena / Oso ona;72;14;Muy buena / Oso ona;4;Muy buena / Oso ona
09/09/2017;18:00;0,38;"Muy buena / ";0,27;28;41;Muy buena / Oso ona;84;10;Muy buena / Oso ona;0;Muy buena / Oso ona
09/09/2017;17:00;0,3;"Muy buena / ";0,27;14;28;Muy buena / Oso ona;49;25;Muy buena / Oso ona;7;Muy buena / Oso ona
09/09/2017;16:00;0,23;"Muy buena / ";0,26;10;23;Muy buena / Oso ona;38;30;Muy buena / Oso ona;13;Muy buena / Oso ona
09/09/2017;15:00;0,23;"Muy buena / ";0,26;6;13;Muy buena / Oso ona;22;8;Muy buena / Oso ona;1;Muy buena / Oso ona
09/09/2017;14:00;0,22;"Muy buena / ";0,26;6;13;Muy buena / Oso ona;22;19;Muy buena / Oso ona;3;Muy buena / Oso ona
09/09/2017;13:00;0,24;"Muy buena / ";0,27;7;16;Muy buena / Oso ona;27;32;Muy buena / Oso ona;11;Muy buena / Oso ona
09/09/2017;12:00;0,25;"Muy buena / ";0,27;9;17;Muy buena / Oso ona;31;12;Muy buena / Oso ona;0;Muy buena / Oso ona
09/09/2017;11:00;0,33;"Muy buena / ";0,27;22;31;Muy buena / Oso ona;65;28;Muy buena / Oso ona;7;Muy buena / Oso ona
09/09/2017;10:00;0,33;"Muy buena / ";0,26;18;33;Muy buena / Oso ona;60;31;Muy buena / Oso ona;8;Muy buena / Oso ona
09/09/2017;09:00;0,23;"Muy buena / ";0,25;7;14;Muy buena / Oso ona;24;25;Muy buena / Oso ona;2;Muy buena / Oso ona
09/09/2017;08:00;0,25;"Muy buena / ";0,25;7;20;Muy buena / Oso ona;30;15;Muy buena / Oso ona;0;Muy buena / Oso ona
09/09/2017;07:00;0,23;"Muy buena / ";0,25;5;14;Muy buena / Oso ona;22;12;Muy buena / Oso ona;0;Muy buena / Oso ona
09/09/2017;06:00;0,29;"Muy buena / ";0,26;13;22;Muy buena / Oso ona;43;14;Muy buena / Oso ona;3;Muy buena / Oso ona
09/09/2017;05:00;0,24;"Muy buena / ";0,27;3;9;Muy buena / Oso ona;13;10;Muy buena / Oso ona;5;Muy buena / Oso ona
09/09/2017;04:00;0,26;"Muy buena / ";0,3;2;6;Muy buena / Oso ona;9;15;Muy buena / Oso ona;4;Muy buena / Oso ona
09/09/2017;03:00;0,25;"Muy buena / ";0,31;1;8;Muy buena / Oso ona;10;22;Muy buena / Oso ona;3;Muy buena / Oso ona
09/09/2017;02:00;0,24;"Muy buena / ";0,3;3;14;Muy buena / Oso ona;18;17;Muy buena / Oso ona;0;Muy buena / Oso ona
09/09/2017;01:00;0,26;"Muy buena / ";0,31;4;22;Muy buena / Oso ona;28;21;Muy buena / Oso ona;5;Muy buena / Oso ona
08/09/2017;24:00;0,28;"Muy buena / ";0,32;5;25;Muy buena / Oso ona;32;22;Muy buena / Oso ona;6;Muy buena / Oso ona
08/09/2017;23:00;0,3;"Muy buena / ";0,32;6;35;Muy buena / Oso ona;44;18;Muy buena / Oso ona;8;Muy buena / Oso ona
08/09/2017;22:00;0,33;"Muy buena / ";0,31;10;42;Muy buena / Oso ona;57;19;Muy buena / Oso ona;6;Muy buena / Oso ona
08/09/2017;21:00;0,44;"Muy buena / ";0,3;19;58;Muy buena / Oso ona;86;19;Muy buena / Oso ona;8;Muy buena / Oso ona
08/09/2017;20:00;0,32;"Muy buena / ";0,28;6;26;Muy buena / Oso ona;35;23;Muy buena / Oso ona;9;Muy buena / Oso ona
08/09/2017;19:00;0,23;"Muy buena / ";0,28;3;13;Muy buena / Oso ona;17;24;Muy buena / Oso ona;12;Muy buena / Oso ona
08/09/2017;18:00;0,33;"Muy buena / ";0,29;11;25;Muy buena / Oso ona;42;21;Muy buena / Oso ona;11;Muy buena / Oso ona
08/09/2017;17:00;0,3;"Muy buena / ";0,29;12;21;Muy buena / Oso ona;40;19;Muy buena / Oso ona;11;Muy buena / Oso ona
08/09/2017;16:00;0,28;"Muy buena / ";0,3;14;28;Muy buena / Oso ona;48;20;Muy buena / Oso ona;11;Muy buena / Oso ona
08/09/2017;15:00;0,29;"Muy buena / ";0,31;14;24;Muy buena / Oso ona;45;19;Muy buena / Oso ona;11;Muy buena / Oso ona
08/09/2017;14:00;0,24;"Muy buena / ";0,33;9;15;Muy buena / Oso ona;30;23;Muy buena / Oso ona;13;Muy buena / Oso ona
08/09/2017;13:00;0,29;"Muy buena / ";0,33;13;20;Muy buena / Oso ona;40;19;Muy buena / Oso ona;13;Muy buena / Oso ona
08/09/2017;12:00;0,27;"Muy buena / ";0,32;14;19;Muy buena / Oso ona;41;10;Muy buena / Oso ona;4;Muy buena / Oso ona
08/09/2017;11:00;0,3;"Muy buena / ";0,32;24;31;Muy buena / Oso ona;68;11;Muy buena / Oso ona;16;Muy buena / Oso ona
08/09/2017;10:00;0,37;"Muy buena / ";0,31;35;40;Muy buena / Oso ona;94;12;Muy buena / Oso ona;;Sin datos / Daturik gabe
08/09/2017;09:00;0,38;"Muy buena / ";0,29;40;41;Muy buena / Oso ona;102;12;Muy buena / Oso ona;;Sin datos / Daturik gabe
08/09/2017;08:00;0,37;"Muy buena / ";0,27;42;42;Muy buena / Oso ona;107;19;Muy buena / Oso ona;0;Muy buena / Oso ona
08/09/2017;07:00;0,39;"Muy buena / ";0,25;35;40;Muy buena / Oso ona;93;18;Muy buena / Oso ona;0;Muy buena / Oso ona
08/09/2017;06:00;0,26;"Muy buena / ";0,25;23;32;Muy buena / Oso ona;67;15;Muy buena / Oso ona;0;Muy buena / Oso ona
08/09/2017;05:00;0,23;"Muy buena / ";0,26;9;25;Muy buena / Oso ona;39;15;Muy buena / Oso ona;0;Muy buena / Oso ona
08/09/2017;04:00;0,22;"Muy buena / ";0,28;6;23;Muy buena / Oso ona;33;13;Muy buena / Oso ona;0;Muy buena / Oso ona
08/09/2017;03:00;0,24;"Muy buena / ";0,3;6;25;Muy buena / Oso ona;33;15;Muy buena / Oso ona;0;Muy buena / Oso ona
08/09/2017;02:00;0,23;"Muy buena / ";0,29;5;24;Muy buena / Oso ona;32;16;Muy buena / Oso ona;0;Muy buena / Oso ona
08/09/2017;01:00;0,22;"Muy buena / ";0,29;6;25;Muy buena / Oso ona;34;20;Muy buena / Oso ona;2;Muy buena / Oso ona
07/09/2017;24:00;0,26;"Muy buena / ";0,3;6;27;Muy buena / Oso ona;37;24;Muy buena / Oso ona;4;Muy buena / Oso ona
07/09/2017;23:00;0,34;"Muy buena / ";0,3;11;33;Muy buena / Oso ona;49;18;Muy buena / Oso ona;3;Muy buena / Oso ona
07/09/2017;22:00;0,38;"Muy buena / ";0,28;13;41;Muy buena / Oso ona;61;18;Muy buena / Oso ona;6;Muy buena / Oso ona
07/09/2017;21:00;0,36;"Muy buena / ";0,27;13;39;Muy buena / Oso ona;60;15;Muy buena / Oso ona;5;Muy buena / Oso ona
07/09/2017;20:00;0,32;"Muy buena / ";0,26;5;22;Muy buena / Oso ona;30;22;Muy buena / Oso ona;12;Muy buena / Oso ona
07/09/2017;19:00;0,22;"Muy buena / ";0,26;5;16;Muy buena / Oso ona;23;22;Muy buena / Oso ona;7;Muy buena / Oso ona
07/09/2017;18:00;0,21;"Muy buena / ";0,27;6;13;Muy buena / Oso ona;22;25;Muy buena / Oso ona;8;Muy buena / Oso ona
07/09/2017;17:00;0,27;"Muy buena / ";0,28;12;22;Muy buena / Oso ona;41;29;Muy buena / Oso ona;13;Muy buena / Oso ona
07/09/2017;16:00;0,27;"Muy buena / ";0,3;14;28;Muy buena / Oso ona;49;17;Muy buena / Oso ona;5;Muy buena / Oso ona
07/09/2017;15:00;0,24;"Muy buena / ";0,33;12;20;Muy buena / Oso ona;37;21;Muy buena / Oso ona;5;Muy buena / Oso ona
07/09/2017;14:00;0,28;"Muy buena / ";0,34;15;24;Muy buena / Oso ona;47;15;Muy buena / Oso ona;5;Muy buena / Oso ona
07/09/2017;13:00;0,29;"Muy buena / ";0,35;18;21;Muy buena / Oso ona;49;18;Muy buena / Oso ona;4;Muy buena / Oso ona
07/09/2017;12:00;0,34;"Muy buena / ";0,34;27;31;Muy buena / Oso ona;72;18;Muy buena / Oso ona;8;Muy buena / Oso ona
07/09/2017;11:00;0,28;"Muy buena / ";0,32;22;28;Muy buena / Oso ona;61;19;Muy buena / Oso ona;6;Muy buena / Oso ona
07/09/2017;10:00;0,31;"Muy buena / ";0,31;25;37;Muy buena / Oso ona;76;20;Muy buena / Oso ona;6;Muy buena / Oso ona
07/09/2017;09:00;0,41;"Muy buena / ";0,3;52;52;Muy buena / Oso ona;131;21;Muy buena / Oso ona;5;Muy buena / Oso ona
07/09/2017;08:00;0,5;"Muy buena / ";0,27;76;52;Muy buena / Oso ona;168;18;Muy buena / Oso ona;6;Muy buena / Oso ona
07/09/2017;07:00;0,34;"Muy buena / ";0,24;37;39;Muy buena / Oso ona;96;16;Muy buena / Oso ona;5;Muy buena / Oso ona
07/09/2017;06:00;0,31;"Muy buena / ";0,23;31;36;Muy buena / Oso ona;83;16;Muy buena / Oso ona;3;Muy buena / Oso ona
07/09/2017;05:00;0,22;"Muy buena / ";0,22;6;25;Muy buena / Oso ona;34;16;Muy buena / Oso ona;5;Muy buena / Oso ona
07/09/2017;04:00;0,2;"Muy buena / ";0,22;5;21;Muy buena / Oso ona;29;18;Muy buena / Oso ona;7;Muy buena / Oso ona
07/09/2017;03:00;0,23;"Muy buena / ";0,24;5;19;Muy buena / Oso ona;27;15;Muy buena / Oso ona;5;Muy buena / Oso ona
07/09/2017;02:00;0,21;"Muy buena / ";0,25;4;16;Muy buena / Oso ona;22;15;Muy buena / Oso ona;8;Muy buena / Oso ona
07/09/2017;01:00;0,2;"Muy buena / ";0,26;3;14;Muy buena / Oso ona;18;13;Muy buena / Oso ona;7;Muy buena / Oso ona
06/09/2017;24:00;0,24;"Muy buena / ";0,27;4;17;Muy buena / Oso ona;23;9;Muy buena / Oso ona;4;Muy buena / Oso ona
06/09/2017;23:00;0,24;"Muy buena / ";0,27;3;14;Muy buena / Oso ona;18;10;Muy buena / Oso ona;0;Muy buena / Oso ona
06/09/2017;22:00;0,28;"Muy buena / ";0,27;5;15;Muy buena / Oso ona;23;11;Muy buena / Oso ona;1;Muy buena / Oso ona
06/09/2017;21:00;0,23;"Muy buena / ";0,27;6;14;Muy buena / Oso ona;23;17;Muy buena / Oso ona;5;Muy buena / Oso ona
06/09/2017;20:00;0,28;"Muy buena / ";0,28;9;20;Muy buena / Oso ona;34;21;Muy buena / Oso ona;5;Muy buena / Oso ona
06/09/2017;19:00;0,33;"Muy buena / ";0,28;13;25;Muy buena / Oso ona;45;21;Muy buena / Oso ona;8;Muy buena / Oso ona
06/09/2017;18:00;0,28;"Muy buena / ";0,29;12;20;Muy buena / Oso ona;38;27;Muy buena / Oso ona;12;Muy buena / Oso ona
06/09/2017;17:00;0,27;"Muy buena / ";0,3;12;21;Muy buena / Oso ona;39;24;Muy buena / Oso ona;8;Muy buena / Oso ona
06/09/2017;16:00;0,24;"Muy buena / ";0,32;10;19;Muy buena / Oso ona;35;15;Muy buena / Oso ona;0;Muy buena / Oso ona
06/09/2017;15:00;0,25;"Muy buena / ";0,34;13;17;Muy buena / Oso ona;38;19;Muy buena / Oso ona;8;Muy buena / Oso ona
06/09/2017;14:00;0,27;"Muy buena / ";0,35;13;22;Muy buena / Oso ona;42;22;Muy buena / Oso ona;9;Muy buena / Oso ona
06/09/2017;13:00;0,34;"Muy buena / ";0,35;20;28;Muy buena / Oso ona;58;15;Muy buena / Oso ona;2;Muy buena / Oso ona
06/09/2017;12:00;0,27;"Muy buena / ";0,34;15;20;Muy buena / Oso ona;43;12;Muy buena / Oso ona;0;Muy buena / Oso ona
06/09/2017;11:00;0,37;"Muy buena / ";0,34;32;39;Muy buena / Oso ona;87;14;Muy buena / Oso ona;2;Muy buena / Oso ona
06/09/2017;10:00;0,41;"Muy buena / ";0,32;37;41;Muy buena / Oso ona;97;14;Muy buena / Oso ona;3;Muy buena / Oso ona
06/09/2017;09:00;0,4;"Muy buena / ";0,3;24;34;Muy buena / Oso ona;70;14;Muy buena / Oso ona;1;Muy buena / Oso ona
06/09/2017;08:00;0,4;"Muy buena / ";0,29;26;46;Muy buena / Oso ona;85;10;Muy buena / Oso ona;3;Muy buena / Oso ona
06/09/2017;07:00;0,32;"Muy buena / ";0,27;16;31;Muy buena / Oso ona;55;9;Muy buena / Oso ona;3;Muy buena / Oso ona
06/09/2017;06:00;0,32;"Muy buena / ";0,27;24;27;Muy buena / Oso ona;64;15;Muy buena / Oso ona;11;Muy buena / Oso ona
06/09/2017;05:00;0,25;"Muy buena / ";0,27;7;14;Muy buena / Oso ona;24;16;Muy buena / Oso ona;10;Muy buena / Oso ona
06/09/2017;04:00;0,24;"Muy buena / ";0,28;5;13;Muy buena / Oso ona;22;15;Muy buena / Oso ona;7;Muy buena / Oso ona
06/09/2017;03:00;0,25;"Muy buena / ";0,28;5;17;Muy buena / Oso ona;24;14;Muy buena / Oso ona;5;Muy buena / Oso ona
06/09/2017;02:00;0,25;"Muy buena / ";0,29;5;19;Muy buena / Oso ona;26;12;Muy buena / Oso ona;2;Muy buena / Oso ona
06/09/2017;01:00;0,27;"Muy buena / ";0,3;7;22;Muy buena / Oso ona;32;10;Muy buena / Oso ona;5;Muy buena / Oso ona
05/09/2017;24:00;0,32;"Muy buena / ";0,31;6;33;Muy buena / Oso ona;43;11;Muy buena / Oso ona;1;Muy buena / Oso ona
05/09/2017;23:00;0,32;"Muy buena / ";0,31;6;28;Muy buena / Oso ona;37;16;Muy buena / Oso ona;3;Muy buena / Oso ona
05/09/2017;22:00;0,33;"Muy buena / ";0,32;5;17;Muy buena / Oso ona;24;14;Muy buena / Oso ona;3;Muy buena / Oso ona
05/09/2017;21:00;0,33;"Muy buena / ";0,31;5;22;Muy buena / Oso ona;30;9;Muy buena / Oso ona;1;Muy buena / Oso ona
05/09/2017;20:00;0,25;"Muy buena / ";0,3;1;10;Muy buena / Oso ona;13;16;Muy buena / Oso ona;4;Muy buena / Oso ona
05/09/2017;19:00;0,28;"Muy buena / ";0,3;6;15;Muy buena / Oso ona;24;25;Muy buena / Oso ona;12;Muy buena / Oso ona
05/09/2017;18:00;0,33;"Muy buena / ";0,3;10;18;Muy buena / Oso ona;33;12;Muy buena / Oso ona;4;Muy buena / Oso ona
05/09/2017;17:00;0,34;"Muy buena / ";0,3;11;19;Muy buena / Oso ona;36;7;Muy buena / Oso ona;1;Muy buena / Oso ona
05/09/2017;16:00;0,33;"Muy buena / ";0,32;11;20;Muy buena / Oso ona;37;7;Muy buena / Oso ona;3;Muy buena / Oso ona
05/09/2017;15:00;0,33;"Muy buena / ";0,34;12;20;Muy buena / Oso ona;38;17;Muy buena / Oso ona;14;Muy buena / Oso ona
05/09/2017;14:00;0,28;"Muy buena / ";0,36;9;12;Muy buena / Oso ona;25;11;Muy buena / Oso ona;10;Muy buena / Oso ona
05/09/2017;13:00;0,29;"Muy buena / ";0,36;9;14;Muy buena / Oso ona;27;4;Muy buena / Oso ona;3;Muy buena / Oso ona
05/09/2017;12:00;0,27;"Muy buena / ";0,36;8;13;Muy buena / Oso ona;25;2;Muy buena / Oso ona;0;Muy buena / Oso ona
05/09/2017;11:00;0,25;"Muy buena / ";0,36;9;11;Muy buena / Oso ona;25;2;Muy buena / Oso ona;0;Muy buena / Oso ona
05/09/2017;10:00;0,31;"Muy buena / ";0,36;18;19;Muy buena / Oso ona;46;14;Muy buena / Oso ona;3;Muy buena / Oso ona
05/09/2017;09:00;0,52;"Muy buena / ";0,35;72;39;Muy buena / Oso ona;149;19;Muy buena / Oso ona;8;Muy buena / Oso ona
05/09/2017;08:00;0,52;"Muy buena / ";0,32;62;34;Muy buena / Oso ona;129;12;Muy buena / Oso ona;3;Muy buena / Oso ona
05/09/2017;07:00;0,44;"Muy buena / ";0,3;36;31;Muy buena / Oso ona;86;12;Muy buena / Oso ona;6;Muy buena / Oso ona
05/09/2017;06:00;0,31;"Muy buena / ";0,28;25;28;Muy buena / Oso ona;66;11;Muy buena / Oso ona;6;Muy buena / Oso ona
05/09/2017;05:00;0,24;"Muy buena / ";0,29;11;23;Muy buena / Oso ona;40;11;Muy buena / Oso ona;4;Muy buena / Oso ona
05/09/2017;04:00;0,3;"Muy buena / ";0,32;8;21;Muy buena / Oso ona;32;9;Muy buena / Oso ona;5;Muy buena / Oso ona
05/09/2017;03:00;0,27;"Muy buena / ";0,32;6;20;Muy buena / Oso ona;29;7;Muy buena / Oso ona;2;Muy buena / Oso ona
05/09/2017;02:00;0,24;"Muy buena / ";0,31;8;19;Muy buena / Oso ona;31;10;Muy buena / Oso ona;9;Muy buena / Oso ona
05/09/2017;01:00;0,28;"Muy buena / ";0,32;10;22;Muy buena / Oso ona;36;12;Muy buena / Oso ona;6;Muy buena / Oso ona
04/09/2017;24:00;0,32;"Muy buena / ";0,33;13;22;Muy buena / Oso ona;42;13;Muy buena / Oso ona;2;Muy buena / Oso ona
04/09/2017;23:00;0,32;"Muy buena / ";0,33;12;27;Muy buena / Oso ona;44;8;Muy buena / Oso ona;1;Muy buena / Oso ona
04/09/2017;22:00;0,43;"Muy buena / ";0,33;18;34;Muy buena / Oso ona;61;11;Muy buena / Oso ona;1;Muy buena / Oso ona
04/09/2017;21:00;0,4;"Muy buena / ";0,31;8;23;Muy buena / Oso ona;35;13;Muy buena / Oso ona;1;Muy buena / Oso ona
04/09/2017;20:00;0,3;"Muy buena / ";0,3;4;15;Muy buena / Oso ona;21;18;Muy buena / Oso ona;9;Muy buena / Oso ona
04/09/2017;19:00;0,24;"Muy buena / ";0,3;3;10;Muy buena / Oso ona;14;12;Muy buena / Oso ona;6;Muy buena / Oso ona
04/09/2017;18:00;0,29;"Muy buena / ";0,31;8;15;Muy buena / Oso ona;27;14;Muy buena / Oso ona;5;Muy buena / Oso ona
04/09/2017;17:00;0,36;"Muy buena / ";0,32;17;24;Muy buena / Oso ona;50;11;Muy buena / Oso ona;1;Muy buena / Oso ona
04/09/2017;16:00;0,33;"Muy buena / ";;14;20;Muy buena / Oso ona;41;20;Muy buena / Oso ona;12;Muy buena / Oso ona
04/09/2017;15:00;0,32;"Muy buena / ";;10;16;Muy buena / Oso ona;32;16;Muy buena / Oso ona;7;Muy buena / Oso ona
04/09/2017;14:00;0,27;"Muy buena / ";;17;21;Muy buena / Oso ona;48;8;Muy buena / Oso ona;2;Muy buena / Oso ona
04/09/2017;13:00;0,3;"Muy buena / ";;8;17;Muy buena / Oso ona;29;8;Muy buena / Oso ona;1;Muy buena / Oso ona
04/09/2017;12:00;0,33;"Muy buena / ";;12;21;Muy buena / Oso ona;38;21;Muy buena / Oso ona;10;Muy buena / Oso ona
04/09/2017;11:00;;"Sin datos / ";;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
04/09/2017;10:00;;"Sin datos / ";0,39;;;Sin datos / Daturik gabe;;;Sin datos / Daturik gabe;;Sin datos / Daturik gabe
04/09/2017;09:00;0,53;"Muy buena / ";0,37;49;38;Muy buena / Oso ona;113;16;Muy buena / Oso ona;6;Muy buena / Oso ona
04/09/2017;08:00;0,49;"Muy buena / ";0,37;68;35;Muy buena / Oso ona;138;19;Muy buena / Oso ona;12;Muy buena / Oso ona
04/09/2017;07:00;0,55;"Muy buena / ";0,35;122;65;Muy buena / Oso ona;252;15;Muy buena / Oso ona;5;Muy buena / Oso ona
04/09/2017;06:00;0,37;"Muy buena / ";0,33;30;31;Muy buena / Oso ona;77;7;Muy buena / Oso ona;2;Muy buena / Oso ona
04/09/2017;05:00;0,31;"Muy buena / ";0,34;9;20;Muy buena / Oso ona;34;10;Muy buena / Oso ona;4;Muy buena / Oso ona
04/09/2017;04:00;0,33;"Muy buena / ";0,35;10;20;Muy buena / Oso ona;35;10;Muy buena / Oso ona;9;Muy buena / Oso ona
04/09/2017;03:00;0,28;"Muy buena / ";0,36;7;17;Muy buena / Oso ona;27;10;Muy buena / Oso ona;18;Muy buena / Oso ona
04/09/2017;02:00;0,28;"Muy buena / ";0,38;9;20;Muy buena / Oso ona;34;16;Muy buena / Oso ona;19;Muy buena / Oso ona
04/09/2017;01:00;0,35;"Muy buena / ";0,38;14;27;Muy buena / Oso ona;49;19;Muy buena / Oso ona;6;Muy buena / Oso ona
03/09/2017;24:00;0,37;"Muy buena / ";0,39;12;26;Muy buena / Oso ona;44;20;Muy buena / Oso ona;4;Muy buena / Oso ona
03/09/2017;23:00;0,39;"Muy buena / ";0,37;15;30;Muy buena / Oso ona;53;14;Muy buena / Oso ona;3;Muy buena / Oso ona
03/09/2017;22:00;0,42;"Muy buena / ";0,36;17;33;Muy buena / Oso ona;59;19;Muy buena / Oso ona;5;Muy buena / Oso ona
03/09/2017;21:00;0,42;"Muy buena / ";0,34;9;45;Muy buena / Oso ona;59;23;Muy buena / Oso ona;10;Muy buena / Oso ona
03/09/2017;20:00;0,41;"Muy buena / ";0,32;7;36;Muy buena / Oso ona;47;34;Muy buena / Oso ona;20;Muy buena / Oso ona
03/09/2017;19:00;0,4;"Muy buena / ";0,31;4;31;Muy buena / Oso ona;37;27;Muy buena / Oso ona;15;Muy buena / Oso ona
03/09/2017;18:00;0,31;"Muy buena / ";0,3;5;24;Muy buena / Oso ona;32;16;Muy buena / Oso ona;4;Muy buena / Oso ona
03/09/2017;17:00;0,36;"Muy buena / ";0,31;11;31;Muy buena / Oso ona;48;17;Muy buena / Oso ona;11;Muy buena / Oso ona
03/09/2017;16:00;0,29;"Muy buena / ";0,31;6;19;Muy buena / Oso ona;29;13;Muy buena / Oso ona;12;Muy buena / Oso ona
03/09/2017;15:00;0,26;"Muy buena / ";0,32;7;13;Muy buena / Oso ona;23;12;Muy buena / Oso ona;10;Muy buena / Oso ona
03/09/2017;14:00;0,25;"Muy buena / ";0,33;6;15;Muy buena / Oso ona;24;13;Muy buena / Oso ona;8;Muy buena / Oso ona
03/09/2017;13:00;0,32;"Muy buena / ";0,34;13;24;Muy buena / Oso ona;44;7;Muy buena / Oso ona;2;Muy buena / Oso ona
03/09/2017;12:00;0,34;"Muy buena / ";0,33;17;29;Muy buena / Oso ona;54;2;Muy buena / Oso ona;0;Muy buena / Oso ona
03/09/2017;11:00;0,32;"Muy buena / ";0,32;17;27;Muy buena / Oso ona;52;2;Muy buena / Oso ona;0;Muy buena / Oso ona
03/09/2017;10:00;0,37;"Muy buena / ";0,32;16;28;Muy buena / Oso ona;52;8;Muy buena / Oso ona;1;Muy buena / Oso ona
03/09/2017;09:00;0,37;"Muy buena / ";0,32;13;25;Muy buena / Oso ona;45;11;Muy buena / Oso ona;4;Muy buena / Oso ona
03/09/2017;08:00;0,36;"Muy buena / ";0,31;10;24;Muy buena / Oso ona;39;12;Muy buena / Oso ona;5;Muy buena / Oso ona
03/09/2017;07:00;0,31;"Muy buena / ";0,3;7;25;Muy buena / Oso ona;36;10;Muy buena / Oso ona;2;Muy buena / Oso ona
03/09/2017;06:00;0,31;"Muy buena / ";0,31;7;21;Muy buena / Oso ona;32;10;Muy buena / Oso ona;6;Muy buena / Oso ona
03/09/2017;05:00;0,25;"Muy buena / ";0,32;5;19;Muy buena / Oso ona;27;10;Muy buena / Oso ona;4;Muy buena / Oso ona
03/09/2017;04:00;0,28;"Muy buena / ";0,35;6;20;Muy buena / Oso ona;29;11;Muy buena / Oso ona;6;Muy buena / Oso ona
03/09/2017;03:00;0,34;"Muy buena / ";0,36;5;24;Muy buena / Oso ona;32;14;Muy buena / Oso ona;4;Muy buena / Oso ona
