NOMBRE,HORARIO,SERVICIO_RUTA,COMEDOR,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,TIPO-NUM,NUM,ORIENTACION,CODIGO-POSTAL,BARRIO,DISTRITO,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO,Column
Centro de Educación Especial Pauta,,true,true,"BUS: 105 , 114 , 115",Enseñanzas   Educación especial:   Educación infantil  Educación Básica Obligatoria  Transición vida adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=092e3b54d771c010VgnVCM1000000b205a0aRCRD,POBLADURA DEL VALLE,CALLE,NUM,13,,28037,AMPOSTA,SAN BLAS-CANILLEJAS,447655,4475526,4.042.684.464.649.560,-3.618.382.814.386.480,913 135 289 ,913 066 650,cc.pauta.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Peripatos,,false,false,"METRO: Oporto BUS: 34 , 35 , 108 , 118",Enseñanzas   Educación especial:   Educación Básica Obligatoria,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5e3e3b54d771c010VgnVCM1000000b205a0aRCRD,CLARISAS,CALLE,NUM,16,,28019,OPAÑEL,CARABANCHEL,438425,4471491,4.038.983.591.300.810,-3.726.712.092.188.650,914 710 137 - 914 729 836,914 710 137,cc.peripatos.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de Educación Especial Tao. Sociedad Cooperativa Limitada de Pedagogía Terapéutica,,true,true,"BUS: 15, 28, 71, 110, 210",Enseñanzas   Educación especial:   Educación Básica Obligatoria (Primaria - Secundaria)  Transición vida adulta,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=566e3b54d771c010VgnVCM1000000b205a0aRCRD,JOSE LUIS DE ARRESE,CALLE,NUM,5,,28017,VENTAS,CIUDAD LINEAL,444530,4475013,4.042.202.035.059.310,-36.551.758.296.831.000,917 242 946,914 134 977,cc.tao.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosPrivadosConcertadosEducacionEspecial, 
Centro de enseñanza Afuera I,,false,false,"Metro: Sol (líneas 1, 2, 3) , Tirso de Molina, Antón Martín (línea 1)  Bus: 51, M1",Enseñanzas impartidas    Formación Profesional de grado medio    Informática y Comunicaciones ( LOE )  Sistemas Microinformáticos y Redes ( LOE )  Administración y Gestión ( LOE )    Formación Profesional de grado superior    Informática y Comunicaciones ( LOE )  Administración de Sistemas Informáticos ( LOE )  Desarrollo de Aplicaciones Multiplataforma ( LOE )  Desarrollo de Aplicaciones Web ( LOE )  Administración y Gestión ( LOE )  Administración y Finanzas ( LOE )    Curso preparatorio acceso Grado Superior ( LOE ),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2548ae10c471c010VgnVCM1000000b205a0aRCRD,DE SANTA ANA,PLAZA,NUM,13,,28012,CORTES,CENTRO,440614,4474192,40.414.353.598.744.000,-37.012.575.835.890.500,914 295 151,914 296 406,info@centroafuera.es,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro de enseñanza Afuera II,,false,false,"Metro: La Latina (línea 5)  Bus: 60, 3, 148",Enseñanzas impartidas    Formación Profesional Básica ( LOE-LOMCE )   Administración y gestión   Servicios administrativos    Formación Profesional de Grado Medio   Administración y gestión ( LOE )   Gestión Administrativa ( LOE )   Comercio y Marketing,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d758ae10c471c010VgnVCM1000000b205a0aRCRD,DE SAN FRANCISCO,CARRERA,NUM,11,,28005,PALACIO,CENTRO,439621,4473803,40.410.777.730.976.700,-37.129.238.746.839.200,913 653 863,913 653 863,cc.afuera2.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro de enseñanza APEC,,false,false,"Metro: Palos de la Frontera, Delicias (línea 3), Acacias (línea 3), Embajadores (línea 3 y 5)  Bus: 6, 55, 59, 60, 78, 85, 148, E1",Enseñanzas impartidas   Formación Profesional de Grado Superior    Industrias alimentarias. Procesos y calidad en la industria alimentaria ( LOE ),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=85624c856caee310VgnVCM2000000c205a0aRCRD,SANTA MARIA DE LA CABEZA,PASEO,NUM,58,,28045,PALOS DE MOGUER,ARGANZUELA,440820,4472809,40.401.909.551.403.800,-369.870.085.403.019,914 674 810,,aepamadrid@infonegocio.com,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro de Enseñanza Fundación Tomillo,,false,false,"Metro: San Fermín-Orcasur (línea 3)  Bus: 76, 78, 116",Enseñanzas impartidas    Formación profesional básica ( LOE-LOMCE )   Administración y gestión   Servicios administrativos   Electricidad y electrónica  Informática y comunicaciones  Hostelería y turismo   Cocina y restauración    Formación profesional de grado medio   Informática y comunicaciones ( LOE )   Sistemas microinformáticos y redes ( LOE )   Administración y gestión ( LOE )   Gestión administrativa ( LOE ),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7a41598d1351c010VgnVCM1000000b205a0aRCRD,ALBU&Ntilde;UELAS,CALLE,NUM,13,-15,28041,ORCASUR,USERA,440846,4468816,4.036.594.933.742.130,-36.980.231.574.290.300,917 239 353,,cc.fundaciontomillo.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro de enseñanza González Cañadas,,false,false,"Metro: Bilbao (líneas 1, 4)  Bus: 3, 21, 37, 40, 147, 149",Enseñanzas impartidas    Formación Profesional Básica (LOE-LOMCE)   Informática y comunicaciones  Comercio y marketing   Sevicios comerciales    Formación Profesional de grado medio   Sanidad   Cuidados auxiliares de enfermería   Servicios socioculturales y a la comunidad   Atención a personas en situación de Dependencia ( LOE )   Informática y comunicaciones ( LOE )   Sistemas Microinfomáticos y Redes ( LOE )   Administración y gestión ( LOE )   Gestión administrativa ( LOE )   Comercio y marketing    Actividades comerciales ( LOE )    Curso preparatorio prueba de acceso Grado Superior ( LOE )    Educación Secundaria Obligatoria para personas adultas ( LOE )    Enseñanzas Iniciales Básicas para personas adultas ( LOE ),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=03fcae10c471c010VgnVCM1000000b205a0aRCRD,FUENCARRAL,CALLE,NUM,95,,28004,UNIVERSIDAD,CENTRO,440586,4475603,4.042.707.155.518.590,-3.701.719.744.743.440,914 489 500  ,910 280 111,cc.gonzalezcanadas.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro de Enseñanza Liceo Consul,,true,true,"RENFE: Entrevías BUS: 24 , 103 , 111",ENSEÑANZA: Educación infantil - Primaria - ESO - Enseñanza biling&uuml;e,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8ad8ae10c471c010VgnVCM1000000b205a0aRCRD,PEIRONCELY,CALLE,NUM,7,,28053,ENTREVIAS,PUENTE DE VALLECAS,443226,4470579,403.819.882.800.236,-36.701.501.353.017.500,917 858 714,917 858 809,,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados, 
Centro de Enseñanza Pablo VI. Instituto Católico de Estudios (ICE),,false,false,"Metro: Tetuán  Bus: 11 , 66 , 124",Enseñanzas impartidas :   - ESO - Bachillerato (Humanidades y C. Sociales - Ciencia y Tecnología)   - Formación Profesional de Grado Superior: Administración y finanzas - Administración de sistemas informáticos en red - Educación infantil,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bdd238d60b41c010VgnVCM2000000c205a0aRCRD,BRAVO MURILLO,CALLE,NUM,297,,28020,VALDEACEDERAS,TETUAN,440921,4479437,4.046.162.480.522.320,-3.698.127.918.329.840,"915 702 601  
914 136 978 ",915 702 612,pablovicole@hotmail.com,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro de enseñanza Virgen de La Luz,,false,false,"Metro: Manuel Becerra (líneas 6, 2)  Bus: 12, 21, 38, 53, 106, 110, 146, 210",Enseñanzas impartidas     Formación Profesional Básica (LOE-LOMCE):   Administración y gestión:  Sevicios Administrativos. Concertada presencial / diurno.    Electricidad y electrónica. Concertada     Formación Profesional de Grado Medio:   Administración y gestión (LOE)  Gestión Administrativa (LOE). Concertada presencial /diurno.    Comercio y marketing.  Actividades comerciales (LOE). Concertada presencial /diurno .      Electricidad y electrónica:    Equipos electrónicos de consumo. Concertada presencial.    Instalaciones de Telecomunicaciones (LOE). Privada / diurno.        Curso preparatorio prueba acceso Grado Medio (LOE). Privada.    Curso preparatorio prueba acceso Grado Superior (LOE). Privada    Otro correo electrónico:  centrocoviluz@terra.com,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=18ecf3216571c010VgnVCM1000000b205a0aRCRD,DEL VIZCONDE DE MATAMALA,CALLE,NUM,1,,28028,FUENTE DEL BERRO,SALAMANCA,443724,4475520,404.265.334.473.031,-36.647.212.981.560.900,917 254 886 / 917 130 021,917 254 886,cc.virgendelaluz.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro de Estudios Castilla,,true,true,"METRO: Latina , Lavapiés , Tirso de Molina BUS: 6 , 17 , 18 , 23 , 26 , 32 , 35",ENSEÑANZA: Educación Infantil - Primaria,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d739ae10c471c010VgnVCM1000000b205a0aRCRD,OSO,CALLE,NUM,23,,28012,EMBAJADORES,CENTRO,440259,4473644,4.040.938.249.269.960,-37.053.898.947.530.800,915 303 292 - 914 684 967,915 060 720,,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados, 
Centro de Estudios del Vídeo,,false,false,"Metro: Moncloa (líneas 3, 6), Islas Filipinas (línea 7)   Bus: 1, 12, 44, 82, 132, C1","Enseñanzas impartidas   Formación Profesional Grado Medio    Imagen y sonido ( LOE )  Video Disc-jockey y sonido ( LOE )    Formación Profesional Grado Superior    Imagen personal. Asesoría de Imagen personal y corporativa ( LOE )  Informática y Comunicaciones ( LOE )  Desarrollo de Aplicaciones Multiplataforma ( LOE )  Imagen y Sonido ( LOE )  Iluminación, Captación y Tratamiento de Imagen ( LOE )  Sonido para Audiovisuales y Espectáculos ( LOE )  Realización de Proyectos Audiovisuales y Espectáculos ( LOE )   Animaciones 3D, Juegos y Entornos Interactivos   (  LOE  )",false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bf61598d1351c010VgnVCM1000000b205a0aRCRD,DE GAZTAMBIDE,CALLE,NUM,65,,28015,GAZTAMBIDE,CHAMBERI,439430,4476768,4.043.748.285.413.740,-37.154.578.842.047.900,915 502 960,,,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro de Estudios Díaz-Balaguer,,false,false,"METRO: Moncloa BUS: 1 , 16 , 44 , 61 , 133 , C",Enseñanza que imparte : Bachillerato (Humanidades y C. Sociales - Ciencias y Tecnología),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3dc719d41471c010VgnVCM1000000b205a0aRCRD,FERNANDO EL CATOLICO,CALLE,NUM,77,,28015,GAZTAMBIDE,CHAMBERI,439256,4476409,40.434.227.183.633.500,-3.717.463.045.391.060,915 443 520 - 915 445 449,915 498 168,,/contenido/entidadesYorganismos/CentrosEducacion/ColegiosPrivadosConcertados, 
Centro de Estudios Financieros,,false,false,"Metro: Iglesia (línea 1)  Bus: 3, 5, 16, 61",Enseñanzas impartidas    Formación profesional grado superior   Informática y comunicaciones ( LOE )      Administración de sistemas informáticos en red ( LOE )   Administración y gestión ( LOE )   Administración y finanzas ( LOE ),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5e50e35bba51c010VgnVCM2000000c205a0aRCRD,VIRIATO,CALLE,NUM,52,,28010,ALMAGRO,CHAMBERI,440948,4476549,4.043.561.945.255.790,-36.975.287.421.097.600,914 444 920,,,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro de Formación Profesional C.I.F.P. Profesor Raul Vazquez,,false,false,"Metro: Villaverde Bajo Cruce  Bus: 123, 130","Enseñanzas   Formación Profesional de Grado Medio (Carrocería, Electromecánica de vehículos)  Formación Profesional de Grado Superior (Automoción - Mantenimiento aeromecánico - Mantenimiento de avionica)",false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3b02467a14e6b110VgnVCM2000000c205a0aRCRD,VILLAVERDE A VALLECAS KM 4,CARRETERA,NUM,,,28053,ENTREVIAS,VILLAVERDE,441547,4467467,403.538.372.810.062,-3.689.643.272.810.700,915 072 082,917 868 441,cifp.profesorraulvazquez.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos, 
Centro de Formación Profesional Fundación Laboral de la Construcción Madrid,,false,false,Bus: T23,Enseñanzas impartidas:   Formación Profesional Básica ( LOE - LOMCE )    Edificación y obra civil  Reforma y mantenimiento de edificios    Formación Profesional de grado medio    Formación Profesional de grado superior   Edificación y obra civil   Proyectos de edificación (  LOE  )  Proyectos de obra civil (  LOE  ),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=23a2dc57cef35510VgnVCM2000001f4a900aRCRD,RIVAS,CALLE,NUM,25,,28052,CASCO H.VICALVARO,VICALVARO,450372,4472158,403.966.793.348.944,-35.860.792.126.285.300,913 233 459,,,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro de Formación Técnica,,false,false,"Metro: Sol (líneas 1, 2, 3)  Bus: 3, 6, 26, 32, 50, 51, 65, M1",Formación profesional de grado medio   Sanidad   Cuidados auxiliares de Enfermería  Farmacia y Parafarmacia ( LOE ),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ba81f72caca0e210VgnVCM2000000c205a0aRCRD,DE CARRETAS,CALLE,NUM,14,,28012,SOL,CENTRO,440427,4474257,4.041.492.583.264.920,-37.034.558.391.660.100,915 211 939,915 317 966,cenfortec@cenfortec.es,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro de Perfeccionamiento y Formación CEPEF,,false,false,Bus: 77,Enseñanzas impartidas   Formación profesional grado medio   Imagen personal   Peluquería y Cosmética Capilar ( LOE )  Estética y Belleza ( LOE ),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b284b3e42751c010VgnVCM2000000c205a0aRCRD,FUENTELVIEJO,CALLE,NUM,4,,28022,REJAS,SAN BLAS-CANILLEJAS,451522,4477895,4.044.843.003.087.320,-3.572.978.901.612.670,,,,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro de Recursos para la Comunidad Sorda Juan Luis Marroquín,,false,false,"Bus: 64, 83, 133",Enseñanzas impartidas    Formación Profesional de grado superior   Servicios socioculturales y a la comunidad   Mediación Comunicativa,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=51d2598d1351c010VgnVCM1000000b205a0aRCRD,ISLAS ALEUTIANAS,CALLE,NUM,28,,28035,PEÑA GRANDE,FUENCARRAL-EL PARDO,438329,4481239,4.047.766.915.164.910,-37.288.734.692.607.100,913 768 560,913 768 564,cc.csjuanluismarroquin.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro Educativo Jump Up Villamadrid,,false,false,Renfe: San Cristobal Industrial  Bus: T41,Enseñanzas impartidas   Formación Profesional Grado Medio     Administraci  ó  n y Gestión (  LOE  )   Gestión Administrativa ( LOE )    Formación Profesional Grado Superior    Animación de actividades Físicas y Deportivas  Administración y Gestión ( LOE )  Administración y Finanzas ( LOE ),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8eb32d6303496410VgnVCM2000000c205a0aRCRD,TRANSVERSAL SEXTA,CALLE,NUM,17,,28021,SAN ANDRES,VILLAVERDE,440723,4465139,4.033.281.608.826.130,-3.699.117.862.949.540,911 766 620,,info@tafadmadrid.es,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro Educativo Ponce de León,,true,true,"Metro: San Fermín - Orcasur Bus: 18 , 22 , 59 , 79 , 85 , 86 , 76 , 121 , 81",Enseñanzas impartidas :   - Educación Infantil 2&ordm; ciclo   - Educación Primaria  - ESO   - Formación Profesional  de Grado Medio: Preimpresión en Artes Gráficas  - Formación Profesional de Grado Superior: Interpretación de la lengua de signos,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=53ce42be9971c010VgnVCM1000000b205a0aRCRD,EDUARDO BARREIROS,CALLE,NUM,6,,28041,ORCASUR,USERA,441006,4469532,40.372.401.816.293.800,-3.696.205.055.989.530,913 178 441 / 913 178 442,913 177 715,cc.ipsponcedeleon.madrid@educa.madrid.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro Europeo de Estudios Profesionales,,false,false,"Metro: Puerta del Ángel (línea 6)  Bus: 31, 33, 36, 39, 65, 138",Enseñanzas impartidas   Formación Profesional de grado medio   Sanidad   Cuidados Auxiliares de Enfermería    Formación Profesional  de grado superior   Sanidad   Higiene Bucodental ( LOE )   Informática y comunicaciones ( LOE )   Desarrollo de Aplicaciones Multiplataforma ( LOE )   Administración y Gestión ( LOE )   Administración y Finanzas ( LOE ),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2a585190f99fb110VgnVCM2000000c205a0aRCRD,DE EXTREMADURA,PASEO,NUM,33,,28011,PUERTA DEL ANGEL,LATINA,438282,4474101,4.041.336.386.263.050,-37.287.331.016.996.800,915 266 116,,administracion@grupoceep.com,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro Integrado de Enseñanzas Artísticas de Música y Educación Secundaria Federico Moreno Torroba,,false,false,"METRO: Oporto BUS: 34, 35, 108, 118, 119","ENSEÑANZAS DE RÉGIMEN GENERAL:   - Educación Secundaria Obligatoria, primer y segundo ciclo.   - Bachillerato en Música.   ENSEÑANZAS ARTÍSTICAS DE MÚSICA:   - Grado Elemental de Música.   - Grado Medio de Música.",false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=957748d20675e010VgnVCM1000000b205a0aRCRD,GENERAL RICARDOS,CALLE,NUM,177,,28025,PUERTA BONITA,CARABANCHEL,437597,4470980,40.385.197.375.260.200,-37.364.997.414.123.000,914 698 614 - 17,915 650 151,,/contenido/entidadesYorganismos/CentrosEnseñanzaEspecializada, 
Centro La Salle formación profesional Aravaca,,false,false,Bus: 161,Enseñanzas impartidas    Formación profesional de grado superior   Sanidad   Dietética  Higiene Bucodental  Documentación y administración sanitarias ( LOE )   Servicios socioculturales y a a la comunidad ( LOE )   Educación infantil ( LOE )  Integración social ( LOE )   Informática y comunicaciones ( LOE )   Desarrollo de aplicaciones web ( LOE ),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fe82dc57cef35510VgnVCM2000001f4a900aRCRD,LA SALLE,CALLE,NUM,8,,28023,VALDEMARIN,MONCLOA-ARAVACA,433908,4479996,40.466.140.344.839.600,-37.808.852.245.278.200,917 401 980,913 571 730,secretaria@lasallecampus.es,/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados, 
Centro Municipal de Educación de Adultos. Distrito Arganzuela,Mañanas / Tardes,false,false,"METRO: Legazpi BUS: 6, 8 , 18, 19, 45 , 47, 59, 62, 76 , 78, 85 , 86, 148 , 247",ENSEÑANZA:   TRAMO 1: Alfabetización   TRAMO 2: Adquisición de conocimientos - Ampliación de conocimientos culturales,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c0c13b54d771c010VgnVCM1000000b205a0aRCRD,CHOPERA,PASEO,NUM,10,Casa del Reloj,28045,CHOPERA,ARGANZUELA,440824,4471863,403.933.877.847.248,-3.698.565.632.659.460,915 304 093 ,,,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro Municipal de Educación de Adultos. Distrito Barajas,"De lunes a viernes de 9,00 a 13,00 horas (mañanas) y de 16,00 a 21,00 horas (tardes)",false,false,"METRO: Barajas BUS: 105 , 115",ENSEÑANZA:  TRAMO 1: Alfabetización  TRAMO 2: Adquisición de conocimientos - Español para inmigrantes - Preparación a las pruebas libres de Ciclos Formativos,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=17e13b54d771c010VgnVCM1000000b205a0aRCRD,PLUS ULTRA,CALLE,NUM,3,,28042,TIMON,BARAJAS,450493,4480497,40.471.800.653.921.900,-35.853.162.238.463.500,"913 292 265     
",,,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro Municipal de Educación de Adultos. Distrito Moncloa - Aravaca. Avenida Valladolid,"De lunes a jueves, tardes",false,false,"BUS: 41 , 46 , 75",ENSEÑANZA:  TRAMO 1: Alfabetización  TRAMO 2: Adquisición de conocimientos,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b3323b54d771c010VgnVCM1000000b205a0aRCRD,VALLADOLID,AVENIDA,NUM,2,En  Colegio Público  Fernández de Moratín,28008,CASA DE CAMPO,MONCLOA-ARAVACA,438415,4475584,4.042.673.321.856.830,-37.273.094.844.478.600,915 886 950 (Sección de Educación),,,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro Municipal de Educación de Adultos. Distrito Moncloa - Aravaca. Calle Francos Rodríguez,,false,false,METRO: Francos Rodríguez BUS: 64,ENSEÑANZA:   TRAMO 1: Alfabetización   TRAMO 2: Adquisición de conocimientos,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=16c3007f8441f010VgnVCM1000000b205a0aRCRD,FRANCOS RODRIGUEZ,CALLE,NUM,77,,28039,CIUDAD UNIVERSITARIA,MONCLOA-ARAVACA,439448,4479086,4.045.835.663.003.500,-37.154.669.792.874.700,91 588 69 50 (Sección de Educación),,,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro para la Innovación y Desarrollo de la Educación a Distancia (CIDEAD),Lunes a viernes de 10 a 14 horas,false,false,"Metro: Antón Martín (línea 1), Atocha (línea 1)  Bus: 6, 10, 14, 26, 27, 32, 34, 37, 45  Renfe: Atocha",,false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=8a923b54d771c010VgnVCM1000000b205a0aRCRD,PRADO,PASEO,NUM,28,,28014,CORTES,CENTRO,441283,4473913,40.411.896.861.900.300,-369.333.538.514.701,915 065 714,,cidead@mecd.es,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro privado de educación de personas adultas Bobath,,false,false,Bus: 64,Enseñanzas    Educación Secundaria Obligatoria para personas adultas ( LOE )  Enseñanzas Iniciales Básicas para personas adultas ( LOE ),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bd5a3b54d771c010VgnVCM1000000b205a0aRCRD,MIRADOR DE LA REINA,CALLE,NUM,115,,28035,MIRASIERRA,FUENCARRAL-EL PARDO,439096,4482690,4.049.079.695.176.460,-37.199.649.708.829.000,913 767 190 ,913 763 588,secretaria@fundacionbobath.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
Centro privado de educación de personas adultas CICA,,false,false,"Bus: 55, 60, 116",Enseñanzas    Educación Secundaria Obligatoria para personas adultas ( LOE )  Enseñanzas Iniciales Básicas para personas adultas ( LOE ),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7789a75c271b9210VgnVCM1000000b205a0aRCRD,EDUARDO RIVAS,CALLE,NUM,10,(-12),28019,COMILLAS,CARABANCHEL,439466,4471552,4.039.048.837.502.850,-37.145.361.365.597.300,913 721 506,917 350 393,nortejoven@nortejoven.org,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
"Centro Privado de Educación de Personas Adultas Educación, cultura y solidaridad",,false,false,"Renfe: Línea C3 ( San Cristóbal de los Ángeles)  Bus: 59, 79",Enseñanza    Educación Secundaria Obligatoria para personas adultas ( LOE ),false,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4ab529911c855510VgnVCM2000001f4a900aRCRD,PATERNA,CALLE,NUM,49,-55,28021,SAN CRISTOBAL,VILLAVERDE,441964,4466035,4.034.096.611.799.460,-3.684.602.527.726.770,915 052 003,,,/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos, 
